GEN_EPA_ID,NAICS_CODE,SIC_CODE,Comments
CAL000170041,42132,5032,
CAL000170041,4213,,
CAL000170059,44719,5541,
CAL000170120,,,
CAL000170130,441229,5599,
CAL000170133,,,
CAL000170168,32311,,
CAL000170190,11331,2411,
CAL000170217,42169,5065,
CAL000170243,23511,7699,
CAL000170243,23511,1711,
CAL000170261,2111,,
CAL000170265,62121,8021,
CAL000170281,44719,5541,
CAL000170293,42295,5198,
CAL000170326,33422,3679,
CAL000170326,33422,3663,
CAL000170326,3342,,
CAL000170373,811111,7538,
CAL000170377,44719,5541,
CAL000170378,44719,5541,
CAL000170379,44719,5541,
CAL000170392,23511,1711,
CAL000170392,23511,7699,
CAL000170405,,,
CAL000170436,3328,,
CAL000170441,23521,1721,
CAL000170441,23521,1799,
CAL000170447,221111,4931,
CAL000170447,221111,4939,
CAL000170447,221111,4911,
CAL000170468,99999,9999,
CAL000170528,339112,3829,
CAL000170528,3329,,
CAL000170528,339112,3841,
CAL000170545,3222,,
CAL000170546,333611,3511,
CAL000170546,22112,,
CAL000170556,332117,3499,
CAL000170561,56121,8744,
CAL000170561,562119,4212,
CAL000170571,56173,0782,
CAL000170571,56173,0783,
CAL000170578,333414,3433,
CAL000170578,333414,3569,
CAL000170578,333414,3634,
CAL000170578,333414,2499,
CAL000170578,333414,3443,
CAL000170578,333414,3444,
CAL000170605,314999,2392,
CAL000170605,314999,3569,
CAL000170605,314999,2395,
CAL000170605,314999,2299,
CAL000170605,314999,7389,
CAL000170605,314999,2396,
CAL000170605,314999,2399,
CAL000170612,92119,9199,
CAL000170616,,,
CAL000170624,111421,0181,
CAL000170624,111421,0811,
CAL000170632,23595,1796,
CAL000170635,32613,3083,
CAL000170640,49211,4215,
CAL000170640,49211,4513,
CAL000170655,,,
CAL000170666,49312,4222,
CAL000170666,49312,4226,
CAL000170668,331411,3331,
CAL000170671,811111,7538,
CAL000170676,333512,3541,
CAL000170676,3327,,
CAL000170686,49312,4222,
CAL000170686,49312,4226,
CAL000170689,332312,3441,
CAL000170689,332312,3449,
CAL000170711,811111,7538,
CAL000170711,811118,7539,
CAL000170720,22131,4941,
CAL000170720,22131,4971,
CAL000170722,,,
CAL000170735,,,
CAL000170742,326113,3081,
CAL000170743,48423,4213,
CAL000170745,333514,3544,
CAL000170757,811198,7534,
CAL000170757,811198,7549,
CAL000170762,311999,2015,
CAL000170762,311999,2032,
CAL000170762,311999,2034,
CAL000170762,311999,2087,
CAL000170762,311999,2099,
CAL000170765,,,
CAL000170774,333294,3556,
CAL000170795,49312,4222,
CAL000170795,49312,4226,
CAL000170797,44111,5511,
CAL000170819,32311,,
CAL000170819,323112,2759,
CAL000170819,323112,2771,
CAL000170843,81131,7692,
CAL000170843,23493,8741,
CAL000170843,23493,1629,
CAL000170843,81131,7699,
CAL000170843,81131,7623,
CAL000170843,81131,7694,
CAL000170846,48832,4491,
CAL000170855,99999,9999,
CAL000170855,811121,7532,
CAL000170872,31134,2099,
CAL000170872,31134,2067,
CAL000170872,31134,5441,
CAL000170872,31134,2064,
CAL000170872,1119,,
CAL000170885,811121,7532,
CAL000170901,4841,,
CAL000170922,811118,7539,
CAL000170923,42272,5172,
CAL000170925,333611,3511,
CAL000170960,811111,7538,
CAL000170970,332721,3451,
CAL000170970,3327,,
CAL000170971,332439,3412,
CAL000170971,332439,3537,
CAL000170971,332439,3499,
CAL000170971,332439,3444,
CAL000170971,332439,3429,
CAL000170982,44111,5511,
CAL000170998,441221,5571,
CAL000171011,62121,8021,
CAL000171020,44112,5521,
CAL000171028,336211,3714,
CAL000171028,336211,3711,
CAL000171028,336211,3713,
CAL000171049,532412,7359,
CAL000171049,532412,7353,
CAL000171055,811111,7538,
CAL000171058,23521,1721,
CAL000171058,23521,1799,
CAL000171066,44719,5541,
CAL000171082,811111,7538,
CAL000171087,335931,3643,
CAL000171100,,,
CAL000171105,61151,,
CAL000171113,322211,2653,
CAL000171113,322211,2679,
CAL000171122,71399,7997,
CAL000171122,71399,7999,
CAL000171122,71399,7993,
CAL000171122,71399,7911,
CAL000171128,,,
CAL000171134,211111,1311,
CAL000171141,321991,2451,
CAL000171149,44131,5731,
CAL000171149,44131,5013,
CAL000171149,44131,5531,
CAL000171149,44131,5015,
CAL000171160,311812,2052,
CAL000171160,311812,2051,
CAL000171168,,,
CAL000171199,23493,1629,
CAL000171199,23493,8741,
CAL000171200,311513,2022,
CAL000171206,331512,3324,
CAL000171224,325611,2844,
CAL000171224,325611,2841,
CAL000171266,62121,8021,
CAL000171271,326122,3089,
CAL000171271,326122,3084,
CAL000171279,332999,3537,
CAL000171279,332999,3291,
CAL000171279,332999,3429,
CAL000171279,332999,3999,
CAL000171279,332999,3432,
CAL000171279,332999,3499,
CAL000171279,332999,3914,
CAL000171279,332999,3599,
CAL000171279,332999,3494,
CAL000171279,332999,3497,
CAL000171285,811111,7538,
CAL000171310,42272,5172,
CAL000171344,44719,5541,
CAL000171371,44111,5511,
CAL000171372,,,
CAL000171393,811121,7532,
CAL000171397,,,
CAL000171399,331521,3363,
CAL000171406,53112,6512,
CAL000171456,811111,7538,
CAL000171458,,,
CAL000171460,42183,5085,
CAL000171460,42183,5084,
CAL000171460,811111,7538,
CAL000171466,111332,0172,
CAL000171471,,,
CAL000171475,,,
CAL000171477,,,
CAL000171490,44711,5541,
CAL000171490,44711,5411,
CAL000171492,336399,3429,
CAL000171492,336399,3519,
CAL000171492,336399,3799,
CAL000171492,336399,3714,
CAL000171492,333999,3599,
CAL000171492,336399,3599,
CAL000171492,333999,3569,
CAL000171503,42184,5085,
CAL000171513,,,
CAL000171529,811198,7534,
CAL000171529,811198,7549,
CAL000171535,23499,8741,
CAL000171535,23499,1629,
CAL000171535,23499,7353,
CAL000171582,62121,8021,
CAL000171604,811412,7623,
CAL000171604,811412,7629,
CAL000171604,811412,7699,
CAL000171613,532111,7514,
CAL000171628,811111,7538,
CAL000171631,62121,8021,
CAL000171636,44711,5411,
CAL000171636,44711,5541,
CAL000171637,532412,7353,
CAL000171637,532412,7359,
CAL000171652,42193,5093,
CAL000171654,333314,3827,
CAL000171655,811111,7538,
CAL000171662,327113,3264,
CAL000171684,23411,1611,
CAL000171684,23411,8741,
CAL000171706,325992,3861,
CAL000171714,31213,2084,
CAL000171714,31213,2085,
CAL000171744,,,
CAL000171754,335222,3632,
CAL000171774,,,
CAL000171777,111332,0172,
CAL000171788,23594,1795,
CAL000171797,336399,3599,
CAL000171797,336399,3714,
CAL000171797,336399,3799,
CAL000171797,336399,3519,
CAL000171797,336399,3429,
CAL000171802,33271,3599,
CAL000171807,3361,,
CAL000171807,336211,3714,
CAL000171807,336211,3711,
CAL000171807,336211,3713,
CAL000171821,326199,3089,
CAL000171821,326199,3999,
CAL000171828,,,
CAL000171832,,,
CAL000171866,92216,9224,
CAL000171867,92216,9224,
CAL000171872,811111,7538,
CAL000171889,53221,7359,
CAL000171893,42151,5051,
CAL000171895,48423,4213,
CAL000171899,,,
CAL000171951,111998,0191,
CAL000171951,111998,2099,
CAL000171951,111998,0831,
CAL000171951,111998,0139,
CAL000171951,111998,0919,
CAL000171964,811121,7532,
CAL000171971,811111,7538,
CAL000171981,31134,2099,
CAL000171981,31134,2064,
CAL000171981,31134,2067,
CAL000171981,31134,5441,
CAL000171983,811111,7538,
CAL000172029,326199,3999,
CAL000172029,326199,3089,
CAL000172029,3261,,
CAL000172032,72231,5812,
CAL000172032,72231,4789,
CAL000172061,,,
CAL000172095,48832,4491,
CAL000172099,811412,7699,
CAL000172099,811412,7623,
CAL000172099,811412,7629,
CAL000172114,811192,7542,
CAL000172140,454312,5984,
CAL000172140,454312,5171,
CAL000172142,,,
CAL000172146,23511,1711,
CAL000172146,23511,7699,
CAL000172162,322221,2671,
CAL000172170,811121,7532,
CAL000172175,,,
CAL000172195,324122,2952,
CAL000172204,454312,5171,
CAL000172204,454312,5984,
CAL000172217,23531,1731,
CAL000172233,111998,0831,
CAL000172233,111998,0139,
CAL000172233,111998,2099,
CAL000172233,111998,0191,
CAL000172233,111998,0919,
CAL000172240,23521,1799,
CAL000172240,23521,1721,
CAL000172250,336399,3519,
CAL000172250,336399,3429,
CAL000172250,336399,3714,
CAL000172250,336399,3599,
CAL000172250,336399,3799,
CAL000172265,42193,5093,
CAL000172269,61111,8211,
CAL000172277,326212,7534,
CAL000172295,,,
CAL000172349,44719,5541,
CAL000172358,44719,5541,
CAL000172360,44719,5541,
CAL000172363,811111,7538,
CAL000172365,44711,5541,
CAL000172365,44711,5411,
CAL000172368,44719,5541,
CAL000172373,44111,5511,
CAL000172383,326199,3089,
CAL000172383,326199,3999,
CAL000172384,811111,7538,
CAL000172394,42269,5169,
CAL000172411,332912,3492,
CAL000172411,332912,3728,
CAL000172445,213112,1382,
CAL000172445,213112,1389,
CAL000172472,,,
CAL000172474,337215,2541,
CAL000172474,337215,2514,
CAL000172474,337215,2542,
CAL000172474,337215,2511,
CAL000172474,337215,3089,
CAL000172474,337215,3429,
CAL000172474,337215,3499,
CAL000172474,337215,2426,
CAL000172484,44132,5531,
CAL000172484,3262,,
CAL000172484,44132,5014,
CAL000172490,811111,7538,
CAL000172495,42114,5015,
CAL000172495,4211,,
CAL000172498,48421,4213,
CAL000172498,48421,4214,
CAL000172498,48421,4212,
CAL000172502,336399,3714,
CAL000172502,336399,3799,
CAL000172502,336399,3519,
CAL000172502,336399,3429,
CAL000172502,336399,3599,
CAL000172507,4431,,
CAL000172508,49211,4215,
CAL000172508,49211,4513,
CAL000172510,49211,4215,
CAL000172510,49211,4513,
CAL000172524,48841,7549,
CAL000172526,44111,5511,
CAL000172528,48833,4492,
CAL000172528,48833,4499,
CAL000172535,,,
CAL000172551,42272,5172,
CAL000172555,49312,4222,
CAL000172555,49312,4226,
CAL000172557,488111,4581,
CAL000172557,488111,9621,
CAL000172567,44132,5014,
CAL000172567,44132,5531,
CAL000172567,811111,7538,
CAL000172585,,,
CAL000172588,323119,2771,
CAL000172588,323119,2759,
CAL000172590,,,
CAL000172592,51221,8999,
CAL000172597,44719,5541,
CAL000172628,,,
CAL000172684,811121,7532,
CAL000172692,42193,5093,
CAL000172700,,,
CAL000172708,99999,9999,
CAL000172716,44719,5541,
CAL000172717,333414,3569,
CAL000172717,3323,,
CAL000172717,333414,3444,
CAL000172717,333414,3443,
CAL000172717,333414,2499,
CAL000172717,333414,3433,
CAL000172717,333414,3634,
CAL000172719,42183,5085,
CAL000172719,42183,5084,
CAL000172721,811121,7532,
CAL000172737,22132,4952,
CAL000172743,33637,3465,
CAL000172746,,,
CAL000172769,334414,3675,
CAL000172790,332312,3441,
CAL000172790,332312,3449,
CAL000172817,53212,7513,
CAL000172817,53212,7519,
CAL000172827,44719,5541,
CAL000172836,23499,8741,
CAL000172836,23499,1629,
CAL000172836,23499,7353,
CAL000172838,48551,4142,
CAL000172838,48551,4141,
CAL000172845,92119,9199,
CAL000172858,42111,5012,
CAL000172887,44719,5541,
CAL000172914,332996,3498,
CAL000172919,311812,2051,
CAL000172919,311812,2052,
CAL000172924,53113,4225,
CAL000172939,48849,4785,
CAL000172939,48849,4173,
CAL000172939,48849,4231,
CAL000172939,336211,3714,
CAL000172939,336211,3711,
CAL000172939,336211,3713,
CAL000172943,811111,7538,
CAL000172969,,,
CAL000173002,3329,,
CAL000173003,811118,7539,
CAL000173022,811111,7538,
CAL000173032,44111,5511,
CAL000173033,811198,7534,
CAL000173033,811198,7549,
CAL000173051,42184,5085,
CAL000173062,4851,,
CAL000173062,485999,4111,
CAL000173062,485999,4119,
CAL000173081,811111,7538,
CAL000173122,811111,7538,
CAL000173129,323117,2732,
CAL000173131,484121,4213,
CAL000173137,33422,3679,
CAL000173137,33422,3663,
CAL000173143,811121,7532,
CAL000173157,335313,3613,
CAL000173179,1152,,
CAL000173181,327212,3229,
CAL000173202,23492,8741,
CAL000173202,23492,1623,
CAL000173203,811111,7538,
CAL000173206,48799,4522,
CAL000173206,48799,7999,
CAL000173206,4812,,
CAL000173208,811118,7539,
CAL000173212,811111,7538,
CAL000173222,49312,4222,
CAL000173222,49312,4226,
CAL000173225,61111,8211,
CAL000173231,332214,3469,
CAL000173240,81149,7699,
CAL000173240,81149,3732,
CAL000173240,81149,7219,
CAL000173240,81149,7631,
CAL000173246,61111,8211,
CAL000173252,44719,5541,
CAL000173261,71391,7992,
CAL000173261,71391,7997,
CAL000173269,811111,7538,
CAL000173273,23593,1794,
CAL000173282,99999,9999,
CAL000173287,311421,2035,
CAL000173287,311421,2033,
CAL000173294,92212,9221,
CAL000173301,,,
CAL000173313,811111,7538,
CAL000173314,44719,5541,
CAL000173323,,,
CAL000173326,,,
CAL000173361,334112,3572,
CAL000173387,811111,7538,
CAL000173388,811111,7538,
CAL000173389,811111,7538,
CAL000173390,811111,7538,
CAL000173391,811111,7538,
CAL000173405,811111,7538,
CAL000173465,99999,9999,
CAL000173523,,,
CAL000173530,333132,3533,
CAL000173530,333912,3563,
CAL000173532,,,
CAL000173539,44719,5541,
CAL000173579,,,
CAL000173600,71393,4493,
CAL000173671,335222,3632,
CAL000173681,811112,7533,
CAL000173692,,,
CAL000173696,332999,3494,
CAL000173696,332999,3999,
CAL000173696,332999,3291,
CAL000173696,332999,3432,
CAL000173696,332999,3499,
CAL000173696,332999,3537,
CAL000173696,332999,3914,
CAL000173696,332999,3599,
CAL000173696,332999,3429,
CAL000173696,332999,3497,
CAL000173703,532111,7514,
CAL000173704,44719,5541,
CAL000173736,3362,,
CAL000173738,811198,7534,
CAL000173738,811198,7549,
CAL000173742,44111,5511,
CAL000173759,811121,7532,
CAL000173770,811121,7532,
CAL000173775,115112,0721,
CAL000173775,42291,5191,
CAL000173775,115112,0711,
CAL000173780,3261,,
CAL000173811,327213,3221,
CAL000173817,333512,3541,
CAL000173833,44131,5013,
CAL000173833,44131,5531,
CAL000173833,44131,5731,
CAL000173833,45299,5399,
CAL000173833,45299,5531,
CAL000173833,45299,5331,
CAL000173833,44131,5015,
CAL000173876,484122,4213,
CAL000173887,62121,8021,
CAL000173892,312112,5149,
CAL000173892,312111,2086,
CAL000173892,312112,2086,
CAL000173903,811118,7539,
CAL000173907,811198,7549,
CAL000173907,811198,7534,
CAL000173913,811113,7537,
CAL000173958,54133,8748,
CAL000173958,54133,8711,
CAL000173964,333319,3699,
CAL000173964,333319,3999,
CAL000173964,333319,3599,
CAL000173964,333319,3589,
CAL000173964,333319,3559,
CAL000173965,71391,7997,
CAL000173965,71391,7992,
CAL000173966,811111,7538,
CAL000173970,336399,3799,
CAL000173970,336399,3599,
CAL000173970,336399,3714,
CAL000173970,336399,3429,
CAL000173970,336399,3519,
CAL000173987,336399,3599,
CAL000173987,3327,,
CAL000173987,336399,3429,
CAL000173987,336399,3519,
CAL000173987,336399,3799,
CAL000173987,336399,3714,
CAL000174008,811118,7539,
CAL000174032,,,
CAL000174097,23594,1795,
CAL000174103,,,
CAL000174161,811111,7538,
CAL000174186,56292,4953,
CAL000174209,,,
CAL000174232,811111,7538,
CAL000174271,,,
CAL000174278,54171,3724,
CAL000174278,54171,3728,
CAL000174278,54171,3761,
CAL000174278,54171,8733,
CAL000174278,54171,8731,
CAL000174278,54171,3721,
CAL000174278,54171,3769,
CAL000174278,54171,3764,
CAL000174281,32616,3085,
CAL000174341,811111,7538,
CAL000174407,62121,8021,
CAL000174443,336399,3429,
CAL000174443,336399,3599,
CAL000174443,33271,3599,
CAL000174443,336399,3799,
CAL000174443,336399,3714,
CAL000174443,336399,3519,
CAL000174458,3327,,
CAL000174458,332912,3492,
CAL000174458,332912,3728,
CAL000174490,,,
CAL000174521,,,
CAL000174546,54171,3721,
CAL000174546,54171,3764,
CAL000174546,54171,3728,
CAL000174546,54171,3724,
CAL000174546,54171,3761,
CAL000174546,54171,8731,
CAL000174546,54171,3769,
CAL000174546,54171,8733,
CAL000174555,,,
CAL000174562,3161,,
CAL000174573,336399,3429,
CAL000174573,336399,3599,
CAL000174573,336399,3799,
CAL000174573,336399,3714,
CAL000174573,33271,3599,
CAL000174573,336399,3519,
CAL000174609,335222,3632,
CAL000174626,,,
CAL000174655,,,
CAL000174707,,,
CAL000174709,99999,9999,
CAL000174709,514199,7389,
CAL000174709,514199,8999,
CAL000174727,56292,4953,
CAL000174733,336612,3732,
CAL000174734,336612,3732,
CAL000174734,3366,,
CAL000174734,336611,3731,
CAL000174742,211111,1311,
CAL000174752,23541,1741,
CAL000174765,333514,3544,
CAL000174779,99999,9999,
CAL000174784,336612,3732,
CAL000174784,3366,,
CAL000174785,811121,7532,
CAL000174788,336399,3429,
CAL000174788,336399,3599,
CAL000174788,336399,3519,
CAL000174788,336399,3799,
CAL000174788,336399,3714,
CAL000174808,333132,3533,
CAL000174826,23531,1731,
CAL000174829,811412,7629,
CAL000174829,811412,7699,
CAL000174829,811412,7623,
CAL000174867,339999,3634,
CAL000174867,3326,,
CAL000174867,325998,7389,
CAL000174867,325998,3999,
CAL000174867,325998,3952,
CAL000174867,325998,2899,
CAL000174867,339999,3999,
CAL000174867,339999,2499,
CAL000174867,325998,2819,
CAL000174891,323119,2771,
CAL000174891,323114,2752,
CAL000174891,323114,2759,
CAL000174891,323114,7334,
CAL000174891,323119,2759,
CAL000174897,92119,9199,
CAL000174914,,,
CAL000174940,811113,7537,
CAL000175009,335311,3612,
CAL000175009,335311,3548,
CAL000175028,332116,3469,
CAL000175030,562213,4953,
CAL000175050,22121,4923,
CAL000175050,22121,4939,
CAL000175050,22121,4932,
CAL000175050,22121,4931,
CAL000175050,22121,4924,
CAL000175050,22121,4925,
CAL000175091,811111,7538,
CAL000175121,62121,8021,
CAL000175125,333911,3561,
CAL000175125,333911,3743,
CAL000175128,811121,7532,
CAL000175129,811111,7538,
CAL000175160,48422,4212,
CAL000175160,48422,4214,
CAL000175192,44111,5511,
CAL000175207,3327,,
CAL000175207,336399,3714,
CAL000175207,336399,3799,
CAL000175207,336399,3519,
CAL000175207,336399,3429,
CAL000175207,336399,3599,
CAL000175236,,,
CAL000175241,,,
CAL000175259,71212,8412,
CAL000175263,44131,5731,
CAL000175263,44131,5013,
CAL000175263,44131,5015,
CAL000175263,44131,5531,
CAL000175267,23499,7353,
CAL000175267,2352,,
CAL000175267,23499,8741,
CAL000175267,23499,1629,
CAL000175275,44719,5541,
CAL000175277,562213,4953,
CAL000175277,92119,9199,
CAL000175282,3342,,
CAL000175291,323110,2771,
CAL000175291,323110,2752,
CAL000175291,323114,2752,
CAL000175291,323114,7334,
CAL000175291,323114,2759,
CAL000175315,32732,3273,
CAL000175347,336399,3714,
CAL000175347,336399,3599,
CAL000175347,336399,3429,
CAL000175347,336399,3519,
CAL000175347,336399,3799,
CAL000175351,811111,7538,
CAL000175371,337215,2542,
CAL000175371,337215,2514,
CAL000175371,3261,,
CAL000175371,337215,2511,
CAL000175371,337215,2426,
CAL000175371,337215,3089,
CAL000175371,337215,3499,
CAL000175371,337215,3429,
CAL000175371,337215,2541,
CAL000175379,62121,8021,
CAL000175388,336399,3599,
CAL000175388,336399,3714,
CAL000175388,336399,3799,
CAL000175388,336399,3519,
CAL000175388,336399,3429,
CAL000175390,,,
CAL000175406,,,
CAL000175408,213112,1382,
CAL000175408,213112,1389,
CAL000175418,,,
CAL000175421,44111,5511,
CAL000175422,62131,8041,
CAL000175426,332912,3492,
CAL000175426,332912,3728,
CAL000175431,44111,5511,
CAL000175451,,,
CAL000175469,111998,0139,
CAL000175469,111998,0919,
CAL000175469,111998,0831,
CAL000175469,111998,2099,
CAL000175469,111998,0191,
CAL000175500,32562,2844,
CAL000175516,81232,7212,
CAL000175516,99999,9999,
CAL000175516,81232,7219,
CAL000175516,81232,7389,
CAL000175516,81232,7211,
CAL000175516,81232,7216,
CAL000175543,44111,5511,
CAL000175544,23411,1611,
CAL000175544,23411,8741,
CAL000175571,811121,7532,
CAL000175594,332323,3446,
CAL000175594,332323,3449,
CAL000175594,332323,3523,
CAL000175610,811198,7534,
CAL000175610,811198,7549,
CAL000175615,336399,3714,
CAL000175615,336399,3799,
CAL000175615,336399,3519,
CAL000175615,336399,3429,
CAL000175615,336399,3599,
CAL000175625,3312,,
CAL000175627,311999,2015,
CAL000175627,311999,2032,
CAL000175627,311999,2034,
CAL000175627,311999,2087,
CAL000175627,311999,2099,
CAL000175628,332618,3399,
CAL000175628,332618,3496,
CAL000175628,331111,3312,
CAL000175628,332618,3315,
CAL000175629,62221,8063,
CAL000175629,62221,8069,
CAL000175638,23411,1611,
CAL000175638,23411,8741,
CAL000175670,33422,3679,
CAL000175670,33422,3663,
CAL000175700,62191,4119,
CAL000175700,62191,4522,
CAL000175702,562119,4212,
CAL000175747,446199,5999,
CAL000175747,4214,,
CAL000175747,42221,5122,
CAL000175747,446199,5047,
CAL000175797,23594,1795,
CAL000175847,,,
CAL000175991,,,
CAL000176026,,,
CAL000176097,326291,3061,
CAL000176111,42183,5085,
CAL000176111,42183,5084,
CAL000176116,3327,,
CAL000176124,332117,3499,
CAL000176133,44132,5014,
CAL000176133,44132,5531,
CAL000176144,811121,7532,
CAL000176160,336399,3799,
CAL000176160,336399,3599,
CAL000176160,336399,3519,
CAL000176160,336399,3714,
CAL000176160,336399,3429,
CAL000176164,,,
CAL000176192,324121,2951,
CAL000176200,,,
CAL000176216,311812,2051,
CAL000176216,311812,2052,
CAL000176228,23499,1629,
CAL000176228,23499,7353,
CAL000176228,23499,8741,
CAL000176245,44111,5511,
CAL000176250,92811,9711,
CAL000176250,3339,,
CAL000176261,811121,7532,
CAL000176296,62121,8021,
CAL000176300,336399,3714,
CAL000176300,33271,3599,
CAL000176300,336399,3599,
CAL000176300,336399,3799,
CAL000176300,336399,3519,
CAL000176300,336399,3429,
CAL000176306,44132,5014,
CAL000176306,44132,5531,
CAL000176306,3262,,
CAL000176331,44719,5541,
CAL000176338,323112,2759,
CAL000176338,323112,2771,
CAL000176340,811118,7539,
CAL000176362,49312,4222,
CAL000176362,49312,4226,
CAL000176375,333514,3544,
CAL000176383,,,
CAL000176434,3327,,
CAL000176463,3321,,
CAL000176475,335222,3632,
CAL000176486,811111,7538,
CAL000176495,51111,2711,
CAL000176501,811111,7538,
CAL000176537,62121,8021,
CAL000176545,811111,7538,
CAL000176565,62121,8021,
CAL000176589,332322,3444,
CAL000176601,48541,4119,
CAL000176601,48541,4151,
CAL000176603,,,
CAL000176618,92811,9711,
CAL000176651,,,
CAL000176668,81299,7299,
CAL000176668,81299,7251,
CAL000176668,81299,7389,
CAL000176671,3322,,
CAL000176683,,,
CAL000176691,23561,1761,
CAL000176692,62121,8021,
CAL000176701,562219,4953,
CAL000176705,111332,0172,
CAL000176760,,,
CAL000176790,23521,1721,
CAL000176790,23521,1799,
CAL000176821,443111,7623,
CAL000176821,443111,5722,
CAL000176821,443111,7629,
CAL000176827,,,
CAL000176835,3279,,
CAL000176835,32791,3291,
CAL000176853,,,
CAL000176879,71219,7999,
CAL000176879,71219,8422,
CAL000176886,336399,3519,
CAL000176886,336399,3429,
CAL000176886,336399,3799,
CAL000176886,336399,3714,
CAL000176886,336399,3599,
CAL000176927,443111,7629,
CAL000176927,443111,7623,
CAL000176927,443111,5722,
CAL000176967,48551,4141,
CAL000176967,48551,4142,
CAL000176969,48849,4785,
CAL000176969,48849,4173,
CAL000176969,48849,4231,
CAL000176971,,,
CAL000176999,331522,3364,
CAL000177005,811111,7538,
CAL000177008,811212,7629,
CAL000177008,811212,7378,
CAL000177008,811212,7699,
CAL000177008,4431,,
CAL000177016,48849,4785,
CAL000177016,48849,4173,
CAL000177016,48849,4231,
CAL000177020,44719,5541,
CAL000177029,811121,7532,
CAL000177034,62121,8021,
CAL000177036,335222,3632,
CAL000177058,,,
CAL000177061,92214,9223,
CAL000177068,339116,8072,
CAL000177073,335121,3999,
CAL000177073,3161,,
CAL000177073,335121,3645,
CAL000177085,,,
CAL000177133,335121,3999,
CAL000177133,3161,,
CAL000177133,335121,3645,
CAL000177135,62121,8021,
CAL000177140,311812,2051,
CAL000177140,311812,2052,
CAL000177141,61111,8211,
CAL000177158,23492,1623,
CAL000177158,23492,8741,
CAL000177161,,,
CAL000177244,48541,4119,
CAL000177244,48541,4151,
CAL000177285,62121,8021,
CAL000177295,,,
CAL000177319,4211,,
CAL000177319,42114,5015,
CAL000177350,44111,5511,
CAL000177358,812332,7218,
CAL000177361,811192,7542,
CAL000177381,,,
CAL000177395,311911,2068,
CAL000177395,311911,2099,
CAL000177401,56173,0782,
CAL000177401,56173,0783,
CAL000177412,44419,5032,
CAL000177412,44419,5231,
CAL000177412,44419,5039,
CAL000177412,44419,5211,
CAL000177412,44419,5074,
CAL000177412,44419,5063,
CAL000177450,23511,1711,
CAL000177450,23511,7699,
CAL000177493,62121,8021,
CAL000177533,42193,5093,
CAL000177579,62121,8021,
CAL000177654,811111,7538,
CAL000177667,92119,9199,
CAL000177668,92119,9199,
CAL000177669,92119,9199,
CAL000177672,92119,9199,
CAL000177673,92119,9199,
CAL000177675,92119,9199,
CAL000177682,92119,9199,
CAL000177684,,,
CAL000177685,31332,3069,
CAL000177685,31332,2295,
CAL000177714,62121,8021,
CAL000177744,325998,2899,
CAL000177744,325998,7389,
CAL000177744,325998,3952,
CAL000177744,325998,2819,
CAL000177744,339999,3999,
CAL000177744,339999,3634,
CAL000177744,339999,2499,
CAL000177744,325998,3999,
CAL000177756,3329,,
CAL000177758,323112,2759,
CAL000177758,323112,2771,
CAL000177763,334514,3824,
CAL000177763,339112,3841,
CAL000177763,339112,3829,
CAL000177763,334514,3829,
CAL000177763,334514,3825,
CAL000177775,,,
CAL000177785,334417,3678,
CAL000177795,,,
CAL000177802,62121,8021,
CAL000177806,326199,3089,
CAL000177806,326199,3999,
CAL000177838,33271,3599,
CAL000177855,53221,7359,
CAL000177866,,,
CAL000177867,62121,8021,
CAL000177868,62121,8021,
CAL000177886,33635,3714,
CAL000177908,522294,6111,
CAL000177908,522294,6159,
CAL000177914,811198,7534,
CAL000177914,811198,7549,
CAL000177920,62121,8021,
CAL000177935,6211,,
CAL000177975,23411,1611,
CAL000177975,23411,8741,
CAL000177980,339114,3843,
CAL000178022,333132,3533,
CAL000178047,62121,8021,
CAL000178052,52593,6798,
CAL000178063,332999,3494,
CAL000178063,332999,3291,
CAL000178063,332999,3999,
CAL000178063,332999,3432,
CAL000178063,332999,3499,
CAL000178063,332999,3537,
CAL000178063,332999,3914,
CAL000178063,332999,3599,
CAL000178063,332999,3429,
CAL000178063,332999,3497,
CAL000178126,4883,,
CAL000178179,336211,3713,
CAL000178179,336211,3714,
CAL000178179,336211,3711,
CAL000178186,323116,2761,
CAL000178186,323116,2782,
CAL000178191,811121,7532,
CAL000178192,62121,8021,
CAL000178227,326212,7534,
CAL000178228,326212,7534,
CAL000178229,811198,7549,
CAL000178229,811198,7534,
CAL000178238,339942,2531,
CAL000178238,339942,3579,
CAL000178238,339942,3952,
CAL000178243,4212,,
CAL000178243,44221,5023,
CAL000178243,44221,5713,
CAL000178270,92811,9711,
CAL000178270,3339,,
CAL000178276,311421,2033,
CAL000178276,311421,2035,
CAL000178278,23599,1799,
CAL000178278,1152,,
CAL000178295,,,
CAL000178310,3321,,
CAL000178311,562119,4212,
CAL000178312,562119,4212,
CAL000178352,,,
CAL000178362,811111,7538,
CAL000178392,3312,,
CAL000178401,62121,8021,
CAL000178405,337215,2511,
CAL000178405,337215,2514,
CAL000178405,337215,2542,
CAL000178405,337215,2541,
CAL000178405,337215,3089,
CAL000178405,337215,3429,
CAL000178405,337215,3499,
CAL000178405,337215,2426,
CAL000178438,811412,7629,
CAL000178438,811412,7699,
CAL000178438,811412,7623,
CAL000178456,334613,3695,
CAL000178456,334613,3577,
CAL000178459,621493,8011,
CAL000178461,811198,7534,
CAL000178461,811198,7549,
