GEN_EPA_ID,NAICS_CODE,SIC_CODE,Comments
CAD982465536,44111,5511,
CAD982465551,811121,7532,
CAD982465908,332999,3999,
CAD982465908,332999,3432,
CAD982465908,3324,,
CAD982465908,332999,3291,
CAD982465908,332999,3429,
CAD982465908,332999,3497,
CAD982465908,332999,3499,
CAD982465908,332999,3537,
CAD982465908,332999,3599,
CAD982465908,332999,3914,
CAD982465908,332999,3494,
CAD982466021,23492,1623,
CAD982466021,23492,8741,
CAD982466328,336212,3715,
CAD982466690,31411,2273,
CAD982466740,92219,9229,
CAD982467011,336411,3721,
CAD982467011,336411,3728,
CAD982467011,3364,,
CAD982467110,23493,8741,
CAD982467110,23499,8741,
CAD982467110,23499,1629,
CAD982467110,23499,7353,
CAD982467110,23493,1629,
CAD982467540,339112,3829,
CAD982467540,3329,,
CAD982467540,339112,3841,
CAD982467557,3366,,
CAD982467615,42269,5169,
CAD982467672,32732,3273,
CAD982467920,311611,0751,
CAD982467920,311611,2011,
CAD982467920,311611,2048,
CAD982468183,56291,1799,
CAD982468183,56291,4959,
CAD982468225,323114,2759,
CAD982468225,323114,2752,
CAD982468225,323114,7334,
CAD982468316,811113,7537,
CAD982468365,332722,3452,
CAD982468365,332722,3429,
CAD982469025,71151,7641,
CAD982469025,71151,7699,
CAD982469025,71151,7819,
CAD982469025,71151,7929,
CAD982469025,71151,7922,
CAD982469025,71151,8999,
CAD982469025,323114,2752,
CAD982469025,323114,2759,
CAD982469025,323114,7334,
CAD982469025,71151,7383,
CAD982469173,333994,3567,
CAD982469413,221122,4939,
CAD982469413,22121,4939,
CAD982469413,22121,4932,
CAD982469413,22121,4931,
CAD982469413,22121,4925,
CAD982469413,22121,4924,
CAD982469413,22121,4923,
CAD982469413,221122,4911,
CAD982469413,221122,4931,
CAD982469793,311611,0751,
CAD982469793,311611,2011,
CAD982469793,311611,2048,
CAD982469827,92612,9621,
CAD982469835,92612,9621,
CAD982469850,92612,9621,
CAD982469900,42249,5149,
CAD982469918,42249,5149,
CAD982469983,92612,9621,
CAD982470072,92612,9621,
CAD982470106,22121,4923,
CAD982470106,22121,4939,
CAD982470106,22121,4932,
CAD982470106,22121,4924,
CAD982470106,22121,4925,
CAD982470106,22121,4931,
CAD982470445,334417,3678,
CAD982470536,334413,3674,
CAD982470700,212319,1499,
CAD982470700,212319,1429,
CAD982471203,44112,5521,
CAD982471229,811111,7538,
CAD982471385,333294,3556,
CAD982471492,323112,2759,
CAD982471492,323112,2771,
CAD982471526,51331,4822,
CAD982471526,51331,4813,
CAD982471526,51334,4899,
CAD982471526,51334,4813,
CAD982471534,334413,3674,
CAD982471559,333294,3556,
CAD982471625,333414,2499,
CAD982471625,333414,3443,
CAD982471625,333414,3634,
CAD982471625,333414,3569,
CAD982471625,333414,3433,
CAD982471625,333414,3444,
CAD982471641,811111,7538,
CAD982471674,23581,1781,
CAD982471724,44111,5511,
CAD982471831,522298,6111,
CAD982471831,522298,6019,
CAD982471831,522298,5932,
CAD982471831,522298,6159,
CAD982471831,522298,6141,
CAD982471831,522298,6081,
CAD982471831,522298,6082,
CAD982471856,333923,3536,
CAD982471856,333923,3531,
CAD982471899,,,
CAD982472078,22131,4941,
CAD982472078,22131,4971,
CAD982472201,485111,4111,
CAD982472243,332999,3432,
CAD982472243,332999,3999,
CAD982472243,332999,3599,
CAD982472243,332999,3429,
CAD982472243,332999,3494,
CAD982472243,332999,3497,
CAD982472243,332999,3499,
CAD982472243,332999,3537,
CAD982472243,332999,3914,
CAD982472243,332999,3291,
CAD982472623,4841,,
CAD982472698,811121,7532,
CAD982472813,213112,1389,
CAD982472813,213112,1382,
CAD982472920,92612,9621,
CAD982472938,92612,9621,
CAD982472946,92612,9621,
CAD982472953,92612,9621,
CAD982472961,92612,9621,
CAD982472963,,,
CAD982473183,811111,7538,
CAD982473233,327331,3251,
CAD982473233,327331,3271,
CAD982473365,99999,9999,
CAD982473597,51113,2731,
CAD982473597,51113,2741,
CAD982473621,323114,2752,
CAD982473621,323110,2752,
CAD982473621,323114,2759,
CAD982473621,323114,7334,
CAD982473621,323110,2771,
CAD982473639,323116,2761,
CAD982473639,323116,2782,
CAD982473654,311514,2026,
CAD982473654,311514,2023,
CAD982473761,811111,7538,
CAD982474017,1152,,
CAD982474595,99999,9999,
CAD982474702,,,
CAD982474710,33636,2396,
CAD982474710,33636,3499,
CAD982474710,33636,2399,
CAD982474710,33636,2531,
CAD982474827,45299,5531,
CAD982474827,45299,5399,
CAD982474827,45299,5331,
CAD982474975,22131,4941,
CAD982474975,22131,4971,
CAD982475030,92119,9199,
CAD982475121,23511,1711,
CAD982475121,23511,7699,
CAD982475303,3327,,
CAD982475386,443111,7629,
CAD982475386,443111,7623,
CAD982475386,443111,5722,
CAD982475394,31211,,
CAD982475394,312112,2086,
CAD982475394,312112,5149,
CAD982475477,23332,8741,
CAD982475477,23332,1542,
CAD982475477,23332,1541,
CAD982475477,23332,1531,
CAD982475477,23332,1522,
CAD982475642,44132,5531,
CAD982475642,4413,,
CAD982475642,44132,5014,
CAD982476020,323114,7334,
CAD982476020,323114,2759,
CAD982476020,323114,2752,
CAD982476079,811111,7538,
CAD982476087,811111,7538,
CAD982476103,327999,3292,
CAD982476103,327999,3299,
CAD982476103,327999,3272,
CAD982476434,42111,5012,
CAD982476434,44111,5511,
CAD982476582,51331,4813,
CAD982476582,51331,4822,
CAD982476582,51334,4899,
CAD982476582,51334,4813,
CAD982476897,54171,3724,
CAD982476897,325413,2835,
CAD982476897,54171,3728,
CAD982476897,54171,3761,
CAD982476897,54171,3764,
CAD982476897,54171,8731,
CAD982476897,54171,3721,
CAD982476897,54171,3769,
CAD982476897,54171,8733,
CAD982476939,812332,7218,
CAD982477051,336399,3599,
CAD982477051,336399,3714,
CAD982477051,336399,3799,
CAD982477051,336399,3519,
CAD982477051,336399,3429,
CAD982477176,42111,5012,
CAD982477309,333414,2499,
CAD982477309,333414,3443,
CAD982477309,333414,3634,
CAD982477309,333414,3569,
CAD982477309,333414,3433,
CAD982477309,333414,3444,
CAD982477374,51331,4822,
CAD982477374,51334,4899,
CAD982477374,51334,4813,
CAD982477374,51331,4813,
CAD982478208,22121,4923,
CAD982478208,22121,4939,
CAD982478208,22121,4932,
CAD982478208,22121,4924,
CAD982478208,22121,4925,
CAD982478208,22121,4931,
CAD982478315,44111,5511,
CAD982478455,,,
CAD982478646,811121,7532,
CAD982478893,323114,7334,
CAD982478893,323114,2759,
CAD982478893,323114,2752,
CAD982479115,323114,7334,
CAD982479115,323114,2759,
CAD982479115,323114,2752,
CAD982479115,32311,,
CAD982479776,32213,2611,
CAD982479776,32213,2631,
CAD982480048,32192,2499,
CAD982480048,32192,2448,
CAD982480048,32192,2441,
CAD982480048,32192,2449,
CAD982480048,32192,2429,
CAD982480576,44719,5541,
CAD982480576,447110,,
CAD982480676,,,
CAD982480873,61111,8211,
CAD982481079,325991,3087,
CAD982481475,811121,7532,
CAD982481632,48541,4119,
CAD982481632,48541,4151,
CAD982481657,,,
CAD982481830,811111,7538,
CAD982481848,22121,4939,
CAD982481848,221122,4931,
CAD982481848,221122,4911,
CAD982481848,221122,4939,
CAD982481848,22121,4931,
CAD982481848,22121,4925,
CAD982481848,22121,4924,
CAD982481848,22121,4923,
CAD982481848,22121,4932,
CAD982481897,32739,3272,
CAD982482028,22131,4941,
CAD982482028,22131,4971,
CAD982482085,324199,2999,
CAD982482085,324199,3312,
CAD982482218,6231,,
CAD982482234,22131,4971,
CAD982482234,22131,4941,
CAD982482259,,,
CAD982482275,811111,7538,
CAD982482283,62211,8062,
CAD982482283,62211,8069,
CAD982482291,33422,3679,
CAD982482291,33431,3679,
CAD982482291,33431,3651,
CAD982482291,334419,3679,
CAD982482291,33422,3663,
CAD982482291,3342,,
CAD982482598,23411,1611,
CAD982482598,23411,8741,
CAD982482895,811412,7623,
CAD982482895,811412,7629,
CAD982482895,811412,7699,
CAD982483117,333314,3827,
CAD982483158,,,
CAD982483331,23411,1611,
CAD982483331,23411,8741,
CAD982483638,32732,3273,
CAD982483646,32732,3273,
CAD982483646,3273,,
CAD982484065,334413,3674,
CAD982484164,62211,8062,
CAD982484164,62211,8069,
CAD982484263,48423,4213,
CAD982484537,,,
CAD982484545,51331,4813,
CAD982484545,51331,4822,
CAD982484545,51334,4899,
CAD982484545,51334,4813,
CAD982484727,332117,3499,
CAD982484883,44111,5511,
CAD982484933,92411,9511,
CAD982485070,334511,3812,
CAD982485195,92214,9223,
CAD982485284,,,
CAD982485294,92612,9621,
CAD982485302,92119,9199,
CAD982485310,92612,9621,
CAD982485328,92612,9621,
CAD982485336,92612,9621,
CAD982485344,92612,9621,
CAD982485351,92612,9621,
CAD982485369,92612,9621,
CAD982485377,92612,9621,
CAD982485500,333314,3827,
CAD982485500,334511,3812,
CAD982485518,44111,5511,
CAD982485625,62211,8062,
CAD982485625,62211,8069,
CAD982485690,56292,4953,
CAD982485872,44111,5511,
CAD982485872,811118,7539,
CAD982486227,44111,5511,
CAD982486417,42181,5082,
CAD982486698,562112,4212,
CAD982486698,48421,4212,
CAD982486698,562111,4212,
CAD982486698,48421,4214,
CAD982486698,48421,4213,
CAD982486714,44111,5511,
CAD982486748,32732,3273,
CAD982486946,44111,5511,
CAD982486961,311422,2032,
CAD982486961,3114,,
CAD982486961,311421,2035,
CAD982486961,311421,2033,
CAD982487415,44111,5511,
CAD982487811,44719,5541,
CAD982487845,811111,7538,
CAD982487852,335121,3645,
CAD982487852,335121,3999,
CAD982487852,3161,,
CAD982487969,811111,7538,
CAD982488264,92612,9621,
CAD982488272,92612,9621,
CAD982488280,92612,9621,
CAD982488306,92612,9621,
CAD982488314,92612,9621,
CAD982488322,92612,9621,
CAD982488330,92612,9621,
CAD982488336,,,
CAD982488344,,,
CAD982488348,92612,9621,
CAD982488363,92612,9621,
CAD982488470,,,
CAD982488546,5111,,
CAD982488751,49319,4226,
CAD982488785,811111,7538,
CAD982489148,44111,5511,
CAD982489627,99999,9999,
CAD982489809,42193,5093,
CAD982489866,92612,9621,
CAD982489908,33422,3679,
CAD982489908,33422,3663,
CAD982490120,49211,4215,
CAD982490120,49211,4513,
CAD982490138,61131,8221,
CAD982491201,332721,3451,
CAD982491227,811111,7538,
CAD982491318,811121,7532,
CAD982491342,62211,8062,
CAD982491342,62211,8069,
CAD982491367,,,
CAD982491623,32591,2893,
CAD982491748,323114,7334,
CAD982491748,323114,2759,
CAD982491748,323114,2752,
CAD982492373,44111,5511,
CAD982492498,,,
CAD982492571,,,
CAD982492597,483111,4412,
CAD982492795,562213,4953,
CAD982492795,5622,,
CAD982493041,811121,7532,
CAD982493181,811111,7538,
CAD982493447,44131,5013,
CAD982493447,44131,5731,
CAD982493447,44131,5015,
CAD982493447,44131,5531,
CAD982493629,61111,8211,
CAD982494429,332212,3524,
CAD982494429,332212,3999,
CAD982494429,332212,3421,
CAD982494429,332212,3423,
CAD982494429,332212,3644,
CAD982494429,332212,3545,
CAD982494429,332212,3523,
CAD982494460,811111,7538,
CAD982494569,44111,5511,
CAD982494593,337211,2521,
CAD982494858,42114,5015,
CAD982495178,3327,,
CAD982495343,,,
CAD982495533,,,
CAD982495665,92119,9199,
CAD982495913,23411,1611,
CAD982495913,23411,8741,
CAD982496275,,,
CAD982496671,,,
CAD982496713,,,
CAD982496721,61131,8221,
CAD982496874,,,
CAD982496887,332439,3537,
CAD982496887,332439,3412,
CAD982496887,332439,3429,
CAD982496887,332439,3444,
CAD982496887,332439,3499,
CAD982496960,61131,8221,
CAD982497075,334413,3674,
CAD982497323,,,
CAD982497463,42249,5149,
CAD982497588,334412,3672,
CAD982497638,33241,3559,
CAD982497638,33241,3443,
CAD982497794,337215,3089,
CAD982497794,326199,3089,
CAD982497794,337215,2514,
CAD982497794,326199,3999,
CAD982497794,337215,2511,
CAD982497794,337215,2542,
CAD982497794,337215,2426,
CAD982497794,337215,3429,
CAD982497794,337215,3499,
CAD982497794,337215,2541,
CAD982497810,92612,9621,
CAD982497828,92612,9621,
CAD982497836,92612,9621,
CAD982497919,53212,7513,
CAD982497919,53212,7519,
CAD982498586,3313,,
CAD982498586,331492,3341,
CAD982498586,331492,3399,
CAD982498602,48841,7549,
CAD982498636,,,
CAD982498701,44111,5511,
CAD982498701,811121,7532,
CAD982499097,4413,,
CAD982499360,811192,7542,
CAD982499725,,,
CAD982499816,44421,5083,
CAD982499816,44421,5261,
CAD982499816,42183,5085,
CAD982499816,42183,5084,
CAD982500340,,,
CAD982500399,811111,7538,
CAD982500977,33422,3663,
CAD982500977,3342,,
CAD982500977,33422,3679,
CAD982501223,33271,3599,
CAD982501421,92119,9199,
CAD982501447,44111,5511,
CAD982501660,71393,4493,
CAD982501686,221122,4911,
CAD982501686,221122,4931,
CAD982501686,221122,4939,
CAD982501710,812332,7218,
CAD982501736,92612,9621,
CAD982501868,92612,9621,
CAD982502213,332813,3399,
CAD982502213,332813,3471,
CAD982502312,23499,8741,
CAD982502312,23499,1629,
CAD982502312,23499,7353,
CAD982502411,49221,4215,
CAD982502411,49211,4215,
CAD982502411,49211,4513,
CAD982502429,49221,4215,
CAD982502429,49211,4215,
CAD982502429,49211,4513,
CAD982502437,49211,4215,
CAD982502437,49211,4513,
CAD982502437,49221,4215,
CAD982502486,49221,4215,
CAD982502486,49211,4513,
CAD982502486,49211,4215,
CAD982502494,49211,4215,
CAD982502494,49211,4513,
CAD982502494,49221,4215,
CAD982502544,49211,4215,
CAD982502544,49211,4513,
CAD982502825,62211,8062,
CAD982502825,62211,8069,
CAD982503302,334413,3674,
CAD982503328,334412,3672,
CAD982503427,,,
CAD982503534,325412,2834,
CAD982503534,325412,2835,
CAD982503559,44111,5511,
CAD982503583,323114,2752,
CAD982503583,323110,2752,
CAD982503583,323114,2759,
CAD982503583,323114,7334,
CAD982503583,323110,2771,
CAD982503617,44111,5511,
CAD982503633,49211,4215,
CAD982503633,49211,4513,
CAD982503633,49221,4215,
CAD982503690,49211,4215,
CAD982503690,49211,4513,
CAD982503781,51111,2711,
CAD982504060,92612,9621,
CAD982504078,562119,4212,
CAD982504086,44111,5511,
CAD982504144,48849,4785,
CAD982504144,48849,4173,
CAD982504144,48849,4231,
CAD982504391,332999,3497,
CAD982504391,332999,3291,
CAD982504391,332999,3999,
CAD982504391,332999,3429,
CAD982504391,332999,3432,
CAD982504391,332999,3494,
CAD982504391,332999,3499,
CAD982504391,332999,3537,
CAD982504391,332999,3914,
CAD982504391,332999,3599,
CAD982504391,333999,3599,
CAD982504391,333999,3569,
CAD982504656,32615,3086,
CAD982504946,92214,9223,
CAD982505018,42151,5051,
CAD982505489,443111,7629,
CAD982505489,443111,7623,
CAD982505489,443111,5722,
CAD982505513,333924,3537,
CAD982505513,333924,3799,
CAD982505513,333924,3496,
CAD982506073,,,
CAD982506529,481111,4512,
CAD982506644,,,
CAD982506651,111998,0191,
CAD982506651,111998,2099,
CAD982506651,111998,0831,
CAD982506651,111998,0139,
CAD982506651,111998,0919,
CAD982506715,,,
CAD982506719,333132,3533,
CAD982506826,45299,5331,
CAD982506826,45299,5531,
CAD982506826,45299,5399,
CAD982506941,23492,8741,
CAD982506941,23492,1623,
CAD982507303,323117,2732,
CAD982507550,331521,3363,
CAD982507568,811111,7538,
CAD982507618,811111,7538,
CAD982507626,811111,7538,
CAD982507634,811111,7538,
CAD982507675,811111,7538,
CAD982507683,811111,7538,
CAD982507758,323112,2759,
CAD982507758,323112,2771,
CAD982507766,334517,3845,
CAD982507766,334517,3844,
CAD982507808,336399,3429,
CAD982507808,336399,3599,
CAD982507808,33271,3599,
CAD982507808,336399,3519,
CAD982507808,336399,3714,
CAD982507808,336399,3799,
CAD982507972,54194,8734,
CAD982507972,54194,0741,
CAD982507972,54194,0742,
CAD982507972,3323,,
CAD982507980,42242,5142,
CAD982508095,335121,3645,
CAD982508095,335121,3999,
CAD982508095,3161,,
CAD982508129,335312,7694,
CAD982508129,335312,3621,
CAD982508251,42241,5141,
CAD982508400,54172,8732,
CAD982508400,54172,8733,
CAD982508426,61131,8221,
CAD982508681,812922,7384,
CAD982508798,811111,7538,
CAD982508822,562213,4953,
CAD982509259,811113,7537,
CAD982509408,,,
CAD982509416,92119,9199,
CAD982509432,51111,2711,
CAD982509481,92612,9621,
CAD982509523,332813,3399,
CAD982509523,332813,3471,
CAD982509556,334613,3577,
CAD982509556,334613,3695,
CAD982509788,92612,9621,
CAD982509937,92119,9199,
CAD982510380,92612,9621,
CAD982510497,22112,,
CAD982510497,221122,4939,
CAD982510497,221122,4911,
CAD982510497,221122,4931,
CAD982510661,221122,4939,
CAD982510661,221122,4911,
CAD982510661,221122,4931,
CAD982510679,325199,2869,
CAD982510679,325199,2899,
CAD982510679,2111,,
CAD982510745,332813,3471,
CAD982510745,332813,3399,
CAD982510752,51331,4822,
CAD982510752,51331,4813,
CAD982510752,51334,4899,
CAD982510752,51334,4813,
CAD982511107,51331,4822,
CAD982511107,51334,4899,
CAD982511107,51331,4813,
CAD982511107,51334,4813,
CAD982511776,339112,3829,
CAD982511776,339112,3841,
CAD982512493,,,
CAD982513699,541612,7361,
CAD982513699,541612,8999,
CAD982513699,541612,8742,
CAD982513699,4871,,
CAD982514325,48849,4785,
CAD982514325,48849,4173,
CAD982514325,48849,4231,
CAD982514531,99999,9999,
CAD982514630,,,
CAD982514655,337215,3499,
CAD982514655,337215,2514,
CAD982514655,337215,2511,
CAD982514655,337215,2542,
CAD982514655,337215,2541,
CAD982514655,337215,2426,
CAD982514655,337215,3429,
CAD982514655,337215,3089,
CAD982514735,,,
CAD982514739,332312,3441,
CAD982514739,332312,3449,
CAD982514747,56161,,
CAD982514812,42249,5149,
CAD982514846,92212,9221,
CAD982514879,42249,5149,
CAD982515900,31213,2084,
CAD982515900,31213,2085,
CAD982515991,335311,3612,
CAD982515991,335311,3548,
CAD982516026,,,
CAD982516163,339112,3841,
CAD982516163,339112,3829,
CAD982516197,44111,5511,
CAD982516270,483111,4412,
CAD982516429,92612,9621,
CAD982516445,213112,1389,
CAD982516445,213112,1382,
CAD982516536,92119,9199,
CAD982516585,92612,9621,
CAD982516619,54171,3724,
CAD982516619,334510,3845,
CAD982516619,334510,3842,
CAD982516619,33451,,
CAD982516619,54171,3728,
CAD982516619,54171,3761,
CAD982516619,54171,8733,
CAD982516619,54171,8731,
CAD982516619,54171,3721,
CAD982516619,54171,3769,
CAD982516619,54171,3764,
CAD982516858,44111,5511,
CAD982516957,53212,7519,
CAD982516957,53212,7513,
CAD982516981,481111,4512,
CAD982517047,23599,1799,
CAD982517179,92119,9199,
CAD982517419,335931,3643,
CAD982517633,51331,4813,
CAD982517633,51334,4813,
CAD982517633,51334,4899,
CAD982517633,51331,4822,
CAD982517930,811111,7538,
CAD982518110,325412,2834,
CAD982518110,325412,2835,
CAD982518193,221111,4931,
CAD982518193,221111,4939,
CAD982518193,221111,4911,
CAD982518235,,,
CAD982518284,335121,3645,
CAD982518284,335121,3999,
CAD982518284,3161,,
CAD982518326,4413,,
CAD982518540,,,
CAD982519019,541511,7371,
CAD982519423,51111,2711,
CAD982519506,334412,3672,
CAD982519605,32613,3083,
CAD982519829,,,
CAD982519936,325412,2834,
CAD982519936,325412,2835,
CAD982519944,92612,9621,
CAD982519951,92612,9621,
CAD982519969,92612,9621,
CAD982519977,92612,9621,
CAD982519993,92612,9621,
CAD982520025,92612,9621,
CAD982520488,92612,9621,
CAD982520504,334412,3672,
CAD982520660,44111,5511,
CAD982520678,92612,9621,
CAD982521122,325611,2844,
CAD982521122,325611,2841,
CAD982521270,811121,7532,
CAD982521288,3342,,
CAD982521288,33422,3663,
CAD982521288,33422,3679,
CAD982521353,31211,,
CAD982521353,312112,2086,
CAD982521353,312112,5149,
CAD982521577,92612,9621,
CAD982521627,92612,9621,
CAD982521635,92612,9621,
CAD982521692,92612,9621,
CAD982521742,92612,9621,
CAD982521759,92612,9621,
CAD982521817,92612,9621,
CAD982521833,92119,9199,
CAD982521882,332722,3452,
CAD982521882,332722,3429,
CAD982522039,44111,5511,
CAD982522203,332813,3471,
CAD982522203,332813,3399,
CAD982522310,92612,9621,
CAD982522344,339911,3911,
CAD982522344,339911,3479,
CAD982522377,44111,5511,
CAD982522427,325411,2833,
CAD982522435,92612,9621,
CAD982522450,23411,1611,
CAD982522450,23411,8741,
CAD982522484,23411,1611,
CAD982522484,23411,8741,
CAD982522500,92612,9621,
CAD982522518,92612,9621,
CAD982522542,42169,5065,
CAD982522583,,,
CAD982522591,62211,8062,
CAD982522591,62211,8069,
CAD982522641,532412,7359,
CAD982522641,532412,7353,
CAD982522831,22112,,
CAD982522831,221122,4931,
CAD982522831,221122,4939,
CAD982522831,221122,4911,
CAD982522849,811121,7532,
CAD982522914,334413,3674,
CAD982522963,,,
CAD982523169,811113,7537,
CAD982523433,56121,8744,
CAD982523474,51111,2711,
CAD982523555,,,
CAD982523607,92119,9199,
CAD982523896,331316,3354,
CAD982523953,33271,3599,
CAD982523953,336399,3714,
CAD982523953,336399,3799,
CAD982523953,336399,3519,
CAD982523953,336399,3429,
CAD982523953,336399,3599,
CAD982524357,323114,2752,
CAD982524357,323114,2759,
CAD982524357,323114,7334,
CAD982524431,51331,4822,
CAD982524431,51334,4899,
CAD982524431,51334,4813,
CAD982524431,51331,4813,
CAD982525008,42111,5012,
CAD982525016,221111,4931,
CAD982525016,221111,4939,
CAD982525016,221111,4911,
CAD982525081,99999,9999,
CAD982525131,51312,4833,
CAD982525271,54171,3764,
CAD982525271,54171,3728,
CAD982525271,54171,3724,
CAD982525271,54171,3761,
CAD982525271,54171,8733,
CAD982525271,54171,8731,
CAD982525271,54171,3769,
CAD982525271,54171,3721,
CAD982525644,48849,4231,
CAD982525644,48849,4173,
CAD982525644,48849,4785,
CAD982526089,,,
CAD982526212,333514,3544,
CAD982526410,336391,3585,
CAD982526436,54171,3728,
CAD982526436,3364,,
CAD982526436,54171,3769,
CAD982526436,54171,3764,
CAD982526436,54171,3724,
CAD982526436,54171,3761,
CAD982526436,54171,8733,
CAD982526436,54171,8731,
CAD982526436,54171,3721,
CAD982526436,336414,3761,
CAD982526535,811121,7532,
CAD982527252,,,
CAD982527525,42193,5093,
CAD982527533,42193,5093,
CAD982527582,3222,,
CAD982527582,322221,2671,
CAD982527640,42295,5198,
CAD982535665,,,
CAD982543262,,,
CAD982613262,,,
CAD982636366,32551,2851,
CAD982636366,32551,2899,
CAD982636683,,,
CAD982657943,,,
CAD982698420,,,
CAD983013241,,,
CAD983037770,,,
CAD983060267,,,
CAD983344494,,,
CAD983385971,,,
CAD983444481,,,
CAD983446874,,,
CAD983485971,,,
CAD983535242,,,
CAD983551753,,,
CAD983566084,,,
CAD983566134,,,
CAD983566837,311514,2026,
CAD983566837,311514,2023,
CAD983567173,32213,2611,
CAD983567173,32213,2631,
CAD983568288,,,
CAD983569203,221113,4931,
CAD983569203,221113,4939,
CAD983569203,221113,4911,
CAD983569906,327112,3262,
CAD983569906,327112,3263,
CAD983569906,327112,3269,
CAD983569906,327112,3299,
CAD983570938,92411,9511,
CAD983571126,221111,4939,
CAD983571126,221111,4911,
CAD983571126,221111,4931,
CAD983572611,32732,3273,
CAD983572611,3273,,
CAD983573601,,,
CAD983575705,331528,3369,
CAD983575705,331525,3366,
CAD983576760,334412,3672,
CAD983576950,311941,2035,
CAD983576950,311941,2099,
CAD983577057,312112,2086,
CAD983577057,312112,5149,
CAD983577537,324199,2999,
CAD983577537,324199,3312,
CAD983578337,331419,3339,
CAD983578832,32551,2851,
CAD983578832,32551,2899,
CAD983579228,332312,3441,
CAD983579228,332312,3449,
CAD983579467,339112,3841,
CAD983579467,3329,,
CAD983579467,339112,3829,
CAD983579640,32213,2611,
CAD983579640,32213,2631,
CAD983580473,332112,3463,
CAD983581026,6221,,
CAD983581026,62231,8069,
CAD983581042,811111,7538,
CAD983581067,42183,5085,
CAD983581067,42183,5084,
CAD983581281,61111,8211,
CAD983581299,332112,3463,
CAD983581372,336211,3713,
CAD983581372,336211,3711,
CAD983581372,336211,3714,
CAD983581398,333415,3585,
CAD983581398,3334,,
CAD983581463,336399,3599,
CAD983581463,336399,3429,
CAD983581463,336399,3714,
CAD983581463,336399,3799,
CAD983581463,336399,3519,
CAD983581521,332912,3492,
CAD983581521,332912,3728,
CAD983581968,,,
CAD983582719,44719,5541,
CAD983582719,4413,,
CAD983582735,332439,3444,
CAD983582735,332439,3499,
CAD983582735,332439,3412,
CAD983582735,332439,3537,
CAD983582735,332439,3429,
CAD983582768,92119,9199,
CAD983582792,44111,5511,
CAD983582800,811121,7532,
CAD983582982,811121,7532,
CAD983583048,323119,2771,
CAD983583048,323119,2759,
CAD983583048,333293,3555,
CAD983583204,811121,7532,
CAD983583246,33271,3599,
CAD983583295,334511,3812,
CAD983583659,811112,7533,
CAD983583683,,,
CAD983583709,62211,8062,
CAD983583709,62211,8069,
CAD983583824,72119,,
CAD983584004,49211,4215,
CAD983584004,49211,4513,
CAD983584046,56292,4953,
CAD983584137,811111,7538,
CAD983584251,44111,5511,
CAD983584301,23411,8741,
CAD983584301,23411,1611,
CAD983584434,54138,8734,
CAD983584435,,,
CAD983584442,,,
CAD983584467,441221,5571,
CAD983584574,332999,3499,
CAD983584574,332999,3291,
CAD983584574,332999,3429,
CAD983584574,332999,3432,
CAD983584574,332999,3999,
CAD983584574,332999,3537,
CAD983584574,332999,3914,
CAD983584574,332999,3599,
CAD983584574,33299,,
CAD983584574,332999,3494,
CAD983584574,332999,3497,
CAD983584590,44111,5511,
CAD983584599,,,
CAD983584608,811111,7538,
CAD983584673,,,
CAD983584996,23411,1611,
CAD983584996,23411,8741,
CAD983585035,333414,3433,
CAD983585035,333414,3444,
CAD983585035,333414,3443,
CAD983585035,333414,2499,
CAD983585035,333414,3569,
CAD983585035,333414,3634,
CAD983585290,332721,3451,
CAD983585324,62211,8062,
CAD983585324,62211,8069,
CAD983585340,44111,5511,
CAD983585449,314999,2395,
CAD983585449,3149,,
CAD983585449,314999,2399,
CAD983585449,314999,2392,
CAD983585449,314999,2299,
CAD983585449,314999,7389,
CAD983585449,314999,2396,
CAD983585449,314999,3569,
CAD983585589,334510,3842,
CAD983585589,334510,3845,
CAD983585589,3222,,
CAD983585598,,,
CAD983585654,811111,7538,
CAD983585779,48849,4173,
CAD983585779,48849,4231,
CAD983585779,48849,4785,
CAD983585803,6211,,
CAD983585993,339112,3829,
CAD983585993,322291,2676,
CAD983585993,322291,3842,
CAD983585993,339112,3841,
CAD983586066,53113,4225,
CAD983586082,332722,3452,
CAD983586082,332722,3429,
CAD983586158,,,
CAD983586223,811412,7623,
CAD983586223,811412,7629,
CAD983586223,811412,7699,
CAD983586223,1152,,
CAD983586231,811111,7538,
CAD983586256,336399,3714,
CAD983586256,336399,3799,
CAD983586256,336399,3519,
CAD983586256,336399,3429,
CAD983586256,336399,3599,
CAD983586256,3327,,
CAD983586397,32732,3273,
CAD983586405,31213,2084,
CAD983586405,31213,2085,
CAD983586413,212319,1499,
CAD983586413,212319,1429,
CAD983586553,44111,5511,
CAD983586769,,,
CAD983586819,811111,7538,
CAD983586866,,,
CAD983587023,44111,5511,
CAD983587221,333611,3511,
CAD983587320,48541,4119,
CAD983587320,48541,4151,
CAD983587379,44111,5511,
CAD983587485,,,
CAD983587502,331221,3316,
CAD983587502,331221,3312,
CAD983587502,331221,3399,
CAD983587619,,,
CAD983587726,,,
CAD983587742,115113,0722,
CAD983587874,332214,3469,
CAD983587890,44111,5511,
CAD983587924,332722,3452,
CAD983587924,332722,3429,
CAD983587981,32732,3273,
CAD983588203,811118,7539,
CAD983588260,42131,5031,
CAD983588328,336399,3714,
CAD983588328,336399,3599,
CAD983588328,336399,3429,
CAD983588328,336399,3799,
CAD983588328,336399,3519,
