Score,X,Y,GEN_EPA_ID,ZIP5,POINT_X_12_13,POINT_Y_12_13,POINT_X,POINT_Y
100,-134.420417,58.301722,AK4470001377,99801,0,0,-134.420417,58.301722
97.07,-86.247723,33.590955,ALD983167891,35125,0,0,-86.247723,33.590955
100,-92.629148,33.206545,ARD069748192,71730,0,0,-92.629148,33.206545
100,-92.6287,34.515532,ARD981057870,72015,0,0,-92.6287,34.515532
100,-92.688652,33.162511,ARD981513385,71730,0,0,-92.688652,33.162511
100,-112.184059,33.44623,AZ0000337360,85043,0,0,-112.184059,33.44623
78.19,-114.053058,35.1886,AZ0000586859,86401,0,0,-114.053058,35.1886
100,-110.920539,32.171681,AZ0000878744,85714,0,0,-110.920539,32.171681
100,-112.875717,35.325897,AZ0000974220,86337,0,0,-112.875717,35.325897
87.35,-111.647291,35.195932,AZ0000974279,86001,0,0,-111.647291,35.195932
91.09,-112.777516,33.960085,AZ0000974295,85358,0,0,-112.777516,33.960085
89.1,-110.158738,34.900573,AZ0000974410,86025,0,0,-110.158738,34.900573
0,0,0,AZ1572890027,86015,-111.8215855,35.24163702,-111.8215855,35.24163702
81.66,-109.707682,32.794888,AZ2572890026,85548,0,0,-109.707682,32.794888
100,-111.962575,33.465618,AZ4211890021,85008,0,0,-111.962575,33.465618
0,0,0,AZ4570024055,85707,0,0,0,0
0,0,0,AZ5572890023,85653,-111.2809275,32.45660594,-111.2809275,32.45660594
0,0,0,AZ7213820635,86001,-111.7639726,35.39919525,-111.7639726,35.39919525
99.84,-109.832913,32.249509,AZC082004028,85643,0,0,-109.832913,32.249509
0,0,0,AZC082104029,85365,-113.9075151,32.49269087,-113.9075151,32.49269087
90.97,-114.616039,32.723268,AZC091230032,85364,0,0,-114.616039,32.723268
92.5,-114.216824,33.939483,AZC950823111,85300,0,0,-114.216824,33.939483
89.96,-114.574223,32.655237,AZC951206114,85366,0,0,-114.574223,32.655237
100,-112.358385,33.434316,AZD008398786,85338,0,0,-112.358385,33.434316
100,-112.007324,33.447,AZD009000050,85034,0,0,-112.007324,33.447
92.5,-111.957844,33.288237,AZD009015389,85224,0,0,-111.957844,33.288237
100,-112.090044,33.441946,AZD049318009,85007,0,0,-112.090044,33.441946
92.5,-111.51263,32.894029,AZD081705402,85228,0,0,-111.51263,32.894029
92.5,-111.945843,33.368955,AZD085453603,85285,0,0,-111.945843,33.368955
100,-111.973746,33.41792,AZD093660579,85281,0,0,-111.973746,33.41792
0,0,0,AZD094524097,85222,-111.7464648,32.86765698,-111.7464648,32.86765698
100,-111.967934,33.397801,AZD980673263,85282,0,0,-111.967934,33.397801
100,-112.036904,33.431319,AZD980695332,85034,0,0,-112.036904,33.431319
90.97,-111.303812,32.506178,AZD980818165,85653,0,0,-111.303812,32.506178
99.63,-110.82862,32.172155,AZD980886121,85730,0,0,-110.82862,32.172155
99.63,-110.903129,32.166177,AZD980892897,85714,0,0,-110.903129,32.166177
100,-111.888938,33.269694,AZD981422538,85286,0,0,-111.888938,33.269694
100,-110.695926,35.022441,AZD981460496,86047,0,0,-110.695926,35.022441
100,-112.102306,33.455013,AZD981460678,85009,0,0,-112.102306,33.455013
100,-112.176019,33.516808,AZD981626617,85301,0,0,-112.176019,33.516808
100,-112.111994,33.47183,AZD981655640,85009,0,0,-112.111994,33.47183
100,-111.956349,33.2988,AZD981969504,85226,0,0,-111.956349,33.2988
100,-112.499121,33.783029,AZD981988900,85361,0,0,-112.499121,33.783029
100,-111.966537,33.351295,AZD982032427,85283,0,0,-111.966537,33.351295
100,-112.168681,33.514894,AZD982434185,85301,0,0,-112.168681,33.514894
0,0,0,AZD982441263,85344,-114.3159441,33.9956879,-114.3159441,33.9956879
100,-114.619326,32.669325,AZD982459745,85364,0,0,-114.619326,32.669325
90.97,-113.957331,35.258241,AZD982465866,86401,0,0,-113.957331,35.258241
100,-110.940535,32.220126,AZD982471187,85719,0,0,-110.940535,32.220126
100,-110.9617,32.201599,AZD982484578,85713,0,0,-110.9617,32.201599
100,-112.138884,33.417771,AZD982493884,85009,0,0,-112.138884,33.417771
81.94,-112.039456,33.441348,AZD983468166,85034,0,0,-112.039456,33.441348
87.35,-112.183798,33.446227,AZD983473539,85043,0,0,-112.183798,33.446227
100,-111.728266,33.477591,AZD983473547,85215,0,0,-111.728266,33.477591
99.84,-112.047899,33.416015,AZD983476680,85040,0,0,-112.047899,33.416015
100,-111.96745,33.419275,AZD983477423,85281,0,0,-111.96745,33.419275
87.35,-112.097612,33.406792,AZD983480948,85041,0,0,-112.097612,33.406792
0,0,0,AZD983481813,85239,-112.2341358,33.00148189,-112.2341358,33.00148189
100,-112.727482,33.744025,AZD983483595,85361,0,0,-112.727482,33.744025
87.35,-112.187494,33.447948,AZE040618002,85043,0,0,-112.187494,33.447948
100,-111.831313,33.437035,AZE080409001,85201,0,0,-111.831313,33.437035
87.35,-114.041192,35.185302,AZE110927001,86401,0,0,-114.041192,35.185302
0,0,0,AZR000000224,86338,-112.7506081,34.59100889,-112.7506081,34.59100889
0,0,0,AZR000001164,85321,-112.8127517,32.21156424,-112.8127517,32.21156424
100,-111.992712,33.447662,AZR000002345,85034,0,0,-111.992712,33.447662
84.78,-114.039039,32.649672,AZR000002428,85356,0,0,-114.039039,32.649672
100,-110.900301,32.236056,AZR000002782,85712,0,0,-110.900301,32.236056
87.35,-114.227134,34.002293,AZR000003038,85344,0,0,-114.227134,34.002293
100,-112.221234,33.427353,AZR000003608,85043,0,0,-112.221234,33.427353
100,-112.151935,33.446617,AZR000003681,85043,0,0,-112.151935,33.446617
100,-114.615801,32.658137,AZR000030064,85365,0,0,-114.615801,32.658137
100,-112.171041,33.451176,AZR000030452,85043,0,0,-112.171041,33.451176
92.5,-112.476057,33.681954,AZR000031559,85361,0,0,-112.476057,33.681954
100,-112.080524,33.428243,AZR000031823,85003,0,0,-112.080524,33.428243
79.85,-111.084054,32.349341,AZR000031856,85653,0,0,-111.084054,32.349341
100,-112.182083,33.445986,AZR000033381,85043,0,0,-112.182083,33.445986
100,-112.119689,33.406755,AZR000035840,85041,0,0,-112.119689,33.406755
0,0,0,AZR000035915,85346,-114.2440569,33.63235666,-114.2440569,33.63235666
100,-112.191197,35.25023,AZR000040568,86046,0,0,-112.191197,35.25023
100,-114.625915,32.701978,AZR000041293,85364,0,0,-114.625915,32.701978
90.97,-110.727551,35.030585,AZR000044263,86047,0,0,-110.727551,35.030585
100,-112.221075,33.448427,AZR000045278,85043,0,0,-112.221075,33.448427
87.35,-112.120542,33.464203,AZR000047134,85009,0,0,-112.120542,33.464203
100,-112.038913,33.448605,AZR000047563,85034,0,0,-112.038913,33.448605
100,-114.227134,34.002293,AZR000500587,85344,0,0,-114.227134,34.002293
100,-114.613056,32.692608,AZR000501510,85365,0,0,-114.613056,32.692608
0,0,0,AZR000503789,85334,-114.4599052,33.65216439,-114.4599052,33.65216439
100,-112.32383,33.529729,AZR000504332,85307,0,0,-112.32383,33.529729
0,0,0,AZR000506980,85365,-113.9075151,32.49269087,-113.9075151,32.49269087
100,-112.032345,33.446241,AZR000508903,85034,0,0,-112.032345,33.446241
0,0,0,AZT000624353,85539,-110.9654691,33.39922927,-110.9654691,33.39922927
100,-110.911212,32.175799,AZT050010131,85713,0,0,-110.911212,32.175799
0,0,0,AZT050010149,85365,-113.9075151,32.49269087,-113.9075151,32.49269087
0,0,0,AZT050010156,85364,-114.657212,32.70322181,-114.657212,32.70322181
100,-118.225639,34.005285,CA0000001859,90058,0,0,-118.225639,34.005285
0,0,0,CA0000002337,93943,0,0,0,0
100,-121.859356,38.455719,CA0000004465,95620,0,0,-121.859356,38.455719
100,-121.805481,37.982261,CA0000005173,94509,0,0,-121.805481,37.982261
100,-117.5532,34.048785,CA0000008086,91761,0,0,-117.5532,34.048785
100,-119.745707,36.69566,CA0000008219,93725,0,0,-119.745707,36.69566
78.32,-118.159554,34.173598,CA0000014357,91103,0,0,-118.159554,34.173598
100,-121.483809,38.567849,CA0000014407,95811,0,0,-121.483809,38.567849
100,-117.70365,34.061569,CA0000015958,91763,0,0,-117.70365,34.061569
100,-117.680557,34.009489,CA0000016964,91710,0,0,-117.680557,34.009489
100,-117.61402,33.882318,CA0000026906,92882,0,0,-117.61402,33.882318
96.97,-117.925451,33.620973,CA0000026922,92663,0,0,-117.925451,33.620973
100,-120.667943,35.269099,CA0000027862,93401,0,0,-120.667943,35.269099
98,-118.179635,33.957235,CA0000031997,90280,0,0,-118.179635,33.957235
98,-118.169645,33.940321,CA0000032227,90280,0,0,-118.169645,33.940321
100,-118.410029,33.916705,CA0000033845,90245,0,0,-118.410029,33.916705
100,-122.330587,37.915839,CA0000036293,94804,0,0,-122.330587,37.915839
100,-121.316367,38.729874,CA0000038141,95747,0,0,-121.316367,38.729874
100,-118.093364,34.103339,CA0000039735,91776,0,0,-118.093364,34.103339
0,0,0,CA0000039792,91766,-117.7573051,34.04162739,-117.7573051,34.04162739
100,-119.310219,35.775781,CA0000042143,93215,0,0,-119.310219,35.775781
100,-117.636666,34.056658,CA0000042242,91761,0,0,-117.636666,34.056658
100,-117.34655,34.176086,CA0000042309,92407,0,0,-117.34655,34.176086
100,-117.919012,33.652548,CA0000047266,92627,0,0,-117.919012,33.652548
100,-119.231302,34.254427,CA0000059204,93003,0,0,-119.231302,34.254427
100,-118.328839,34.086282,CA0000061242,90038,0,0,-118.328839,34.086282
100,-117.199633,32.749806,CA0000066373,92110,0,0,-117.199633,32.749806
100,-121.558882,36.997516,CA0000068700,95020,0,0,-121.558882,36.997516
100,-119.485947,34.388139,CA0000069781,93013,0,0,-119.485947,34.388139
100,-118.15164,35.05637,CA0000069849,93501,0,0,-118.15164,35.05637
100,-122.722073,38.401879,CA0000073817,95407,0,0,-122.722073,38.401879
100,-121.372391,38.514768,CA0000084517,95828,0,0,-121.372391,38.514768
100,-118.237708,33.836164,CA0000085738,90810,0,0,-118.237708,33.836164
79.85,-117.843095,33.688629,CA0000085886,92714,0,0,-117.843095,33.688629
100,-117.158768,32.830079,CA0000085985,92111,0,0,-117.158768,32.830079
94.86,-118.210519,33.856346,CA0000111351,90221,0,0,-118.210519,33.856346
100,-118.255035,34.131036,CA0000114132,91204,0,0,-118.255035,34.131036
100,-122.126443,37.627975,CA0000118596,94545,0,0,-122.126443,37.627975
100,-118.223092,34.068495,CA0000127308,90031,0,0,-118.223092,34.068495
87.35,-117.923177,33.707279,CA0000132613,92704,0,0,-117.923177,33.707279
92.5,-117.9007,33.818147,CA0000133124,92806,0,0,-117.9007,33.818147
100,-122.196208,37.744711,CA0000133199,94621,0,0,-122.196208,37.744711
100,-118.031199,33.809504,CA0000133512,90630,0,0,-118.031199,33.809504
100,-121.960544,38.279726,CA0000133728,94533,0,0,-121.960544,38.279726
100,-117.039036,32.941507,CA0000133751,92064,0,0,-117.039036,32.941507
100,-117.491158,34.070246,CA0000133868,92335,0,0,-117.491158,34.070246
100,-117.319857,34.102459,CA0000134031,92410,0,0,-117.319857,34.102459
76.52,-116.193911,33.62753,CA0000134890,92274,0,0,-116.193911,33.62753
100,-117.317475,34.512664,CA0000135046,92395,0,0,-117.317475,34.512664
96.86,-117.777746,34.094918,CA0000137885,91750,0,0,-117.777746,34.094918
0,0,0,CA0000137893,91750,-117.7700165,34.14519098,-117.7700165,34.14519098
100,-120.996319,37.666288,CA0000138081,95350,0,0,-120.996319,37.666288
100,-117.229875,33.786616,CA0000138180,92570,0,0,-117.229875,33.786616
90.97,-117.87535,33.866994,CA0000138230,92870,0,0,-117.87535,33.866994
100,-122.368245,37.912759,CA0000138297,94804,0,0,-122.368245,37.912759
100,-117.321925,33.91656,CA0000138313,92508,0,0,-117.321925,33.91656
100,-118.086469,34.055278,CA0000138339,91770,0,0,-118.086469,34.055278
100,-122.417254,37.771008,CA0000138404,94103,0,0,-122.417254,37.771008
100,-118.419668,34.297796,CA0000138503,91342,0,0,-118.419668,34.297796
100,-118.627437,34.44982,CA0000138537,91355,0,0,-118.627437,34.44982
100,-122.274624,37.803884,CA0000139782,94607,0,0,-122.274624,37.803884
100,-121.255418,37.911481,CA0000142331,95206,0,0,-121.255418,37.911481
100,-117.823184,33.859528,CA0000144931,92807,0,0,-117.823184,33.859528
97.18,-121.014552,39.219134,CA0000148841,95945,0,0,-121.014552,39.219134
100,-117.850278,33.733013,CA0000149245,92705,0,0,-117.850278,33.733013
98.02,-121.566787,38.589306,CA0000149492,95605,0,0,-121.566787,38.589306
0,0,0,CA0000183905,95461,-122.5942715,38.78120825,-122.5942715,38.78120825
79.85,-117.889783,33.924217,CA0000185116,92621,0,0,-117.889783,33.924217
87.35,-119.822248,36.742992,CA0000191221,93706,0,0,-119.822248,36.742992
100,-117.800576,33.727245,CA0000195214,92782,0,0,-117.800576,33.727245
100,-117.322611,33.128055,CA0000197053,92008,0,0,-117.322611,33.128055
100,-121.563462,39.478446,CA0000197251,95965,0,0,-121.563462,39.478446
100,-122.030101,37.368026,CA0000197574,94086,0,0,-122.030101,37.368026
100,-117.811693,33.863996,CA0000197806,92807,0,0,-117.811693,33.863996
0,0,0,CA0000197889,92029,-117.134284,33.07983931,-117.134284,33.07983931
79,-121.471794,38.655338,CA0000202093,95838,0,0,-121.471794,38.655338
100,-118.149472,34.668691,CA0000207167,93534,0,0,-118.149472,34.668691
100,-117.83699,33.72817,CA0000207282,92705,0,0,-117.83699,33.72817
92.5,-117.712699,33.645645,CA0000228445,92718,0,0,-117.712699,33.645645
96.97,-118.392041,33.861166,CA0000229377,90254,0,0,-118.392041,33.861166
100,-118.790784,34.144471,CA0000229385,91301,0,0,-118.790784,34.144471
100,-122.111642,38.081671,CA0000233833,94510,0,0,-122.111642,38.081671
100,-120.933395,37.623682,CA0000234351,95354,0,0,-120.933395,37.623682
96.93,-118.075062,33.947869,CA0000235689,90670,0,0,-118.075062,33.947869
100,-117.6016,33.45248,CA0000237180,92673,0,0,-117.6016,33.45248
100,-122.756147,38.445276,CA0000265967,95401,0,0,-122.756147,38.445276
100,-117.140111,32.812165,CA0000269506,92123,0,0,-117.140111,32.812165
100,-117.086853,33.133714,CA0000270488,92026,0,0,-117.086853,33.133714
96.9,-118.778741,34.273937,CA0000278630,93065,0,0,-118.778741,34.273937
97.54,-122.282263,37.565516,CA0000280198,94404,0,0,-122.282263,37.565516
100,-117.895401,33.81066,CA0000285783,92805,0,0,-117.895401,33.81066
0,0,0,CA0000302596,94560,-122.0424472,37.50394227,-122.0424472,37.50394227
100,-122.748901,38.442373,CA0000303040,95401,0,0,-122.748901,38.442373
92.5,-122.269445,37.860869,CA0000303180,94720,0,0,-122.269445,37.860869
100,-122.297886,37.886714,CA0000303966,94706,0,0,-122.297886,37.886714
100,-118.960394,35.354048,CA0000321497,93307,0,0,-118.960394,35.354048
100,-119.00354,34.205256,CA0000332726,93012,0,0,-119.00354,34.205256
100,-117.862096,33.817577,CA0000333815,92865,0,0,-117.862096,33.817577
100,-117.879012,33.66966,CA0000336586,92626,0,0,-117.879012,33.66966
100,-118.152106,34.669919,CA0000341388,93534,0,0,-118.152106,34.669919
100,-118.171732,34.033429,CA0000341495,90022,0,0,-118.171732,34.033429
100,-122.238305,37.779144,CA0000344051,94606,0,0,-122.238305,37.779144
100,-117.522199,34.030377,CA0000344085,91752,0,0,-117.522199,34.030377
92.5,-117.841349,33.695028,CA0000359547,92714,0,0,-117.841349,33.695028
100,-115.511577,32.988894,CA0000367763,92227,0,0,-115.511577,32.988894
97.43,-117.175216,33.935942,CA0000367912,92555,0,0,-117.175216,33.935942
100,-122.798072,38.533565,CA0000368662,95492,0,0,-122.798072,38.533565
75.49,-118.013353,33.887967,CA0000368910,90638,0,0,-118.013353,33.887967
100,-120.603413,37.339559,CA0000370197,95301,0,0,-120.603413,37.339559
100,-118.328454,33.823992,CA0000372219,90501,0,0,-118.328454,33.823992
100,-118.334982,33.794822,CA0000372243,90505,0,0,-118.334982,33.794822
100,-117.810858,33.713321,CA0000372276,92780,0,0,-117.810858,33.713321
0,0,0,CA0000375055,92257,-115.5958939,33.34647168,-115.5958939,33.34647168
100,-124.027935,41.524971,CA0000378117,95548,0,0,-124.027935,41.524971
100,-117.547414,34.052585,CA0000441527,91761,0,0,-117.547414,34.052585
100,-119.011537,34.229418,CA0000449462,93012,0,0,-119.011537,34.229418
100,-119.739081,36.67786,CA0000472118,93725,0,0,-119.739081,36.67786
100,-122.256135,37.515689,CA0000479337,94070,0,0,-122.256135,37.515689
100,-121.810843,39.714597,CA0000481663,95928,0,0,-121.810843,39.714597
0,0,0,CA0000483578,95002,-121.989864,37.44552353,-121.989864,37.44552353
87.35,-120.6481,35.263307,CA0000483826,93401,0,0,-120.6481,35.263307
100,-118.394914,33.931248,CA0000546630,90045,0,0,-118.394914,33.931248
100,-117.196609,32.884349,CA0000550715,92121,0,0,-117.196609,32.884349
100,-118.233979,33.855863,CA0000552067,90220,0,0,-118.233979,33.855863
79.85,-118.156174,33.962278,CA0000552075,93271,0,0,-118.156174,33.962278
100,-117.4842,34.109274,CA0000552166,92336,0,0,-117.4842,34.109274
100,-118.45231,35.13538,CA0000552216,93561,0,0,-118.45231,35.13538
100,-118.282468,33.77883,CA0000556480,90744,0,0,-118.282468,33.77883
100,-118.47278,34.025572,CA0000562140,90404,0,0,-118.47278,34.025572
94.86,-117.154161,33.741411,CA0000562157,92585,0,0,-117.154161,33.741411
98.03,-116.466744,33.785763,CA0000562165,92234,0,0,-116.466744,33.785763
100,-119.174059,34.287332,CA0000562215,93004,0,0,-119.174059,34.287332
96.93,-118.056287,33.938514,CA0000562876,90670,0,0,-118.056287,33.938514
100,-117.530595,34.031477,CA0000565390,91752,0,0,-117.530595,34.031477
0,0,0,CA0000569533,94587,-122.0510444,37.59496854,-122.0510444,37.59496854
92.5,-117.923393,33.86931,CA0000575753,92632,0,0,-117.923393,33.86931
97.17,-116.993985,32.642042,CA0000588293,91913,0,0,-116.993985,32.642042
100,-117.731512,34.02145,CA0000588350,91766,0,0,-117.731512,34.02145
96.55,-118.388019,34.250205,CA0000594846,91352,0,0,-118.388019,34.250205
100,-117.357143,34.090934,CA0000603613,92376,0,0,-117.357143,34.090934
100,-122.119958,37.642801,CA0000624452,94545,0,0,-122.119958,37.642801
0,0,0,CA0000646497,95380,-120.8715497,37.47195261,-120.8715497,37.47195261
96.93,-118.037926,33.904276,CA0000683169,90670,0,0,-118.037926,33.904276
100,-122.3895,37.75972,CA0000693879,94107,0,0,-122.3895,37.75972
90.97,-119.028158,34.216417,CA0000693929,93012,0,0,-119.028158,34.216417
92.5,-122.064494,37.920638,CA0000705095,94596,0,0,-122.064494,37.920638
100,-120.473102,37.30673,CA0000722595,95340,0,0,-120.473102,37.30673
98.03,-116.473575,33.785002,CA0000734632,92234,0,0,-116.473575,33.785002
100,-119.714299,34.430624,CA0000746321,93101,0,0,-119.714299,34.430624
96.9,-118.691551,34.279068,CA0000755207,93063,0,0,-118.691551,34.279068
100,-117.831213,33.685928,CA0000758789,92614,0,0,-117.831213,33.685928
0,0,0,CA0000806844,95726,-120.4964023,38.75163724,-120.4964023,38.75163724
100,-117.061779,33.132841,CA0000807610,92027,0,0,-117.061779,33.132841
100,-117.666351,33.484912,CA0000808303,92675,0,0,-117.666351,33.484912
90.97,-117.900126,33.813827,CA0000836205,92805,0,0,-117.900126,33.813827
100,-120.436188,34.92908,CA0000840124,93454,0,0,-120.436188,34.92908
100,-121.771535,38.562858,CA0000844589,95616,0,0,-121.771535,38.562858
0,0,0,CA0000853176,93380,0,0,0,0
100,-119.567673,35.194943,CA0000853333,93224,0,0,-119.567673,35.194943
0,0,0,CA0000860775,95695,-121.8624629,38.71975124,-121.8624629,38.71975124
100,-119.270583,34.264766,CA0000865527,93001,0,0,-119.270583,34.264766
0,0,0,CA0000865733,94128,-122.3836742,37.6216585,-122.3836742,37.6216585
100,-118.302688,33.869276,CA0000866590,90248,0,0,-118.302688,33.869276
100,-117.154642,33.529045,CA0000872705,92591,0,0,-117.154642,33.529045
100,-118.34052,33.797794,CA0000872747,90505,0,0,-118.34052,33.797794
100,-118.27949,33.911204,CA0000891804,90061,0,0,-118.27949,33.911204
100,-121.461393,38.599807,CA0000898775,95815,0,0,-121.461393,38.599807
100,-121.234752,37.931316,CA0000900654,95205,0,0,-121.234752,37.931316
100,-117.716537,33.997302,CA0000901827,91710,0,0,-117.716537,33.997302
100,-122.217707,38.134011,CA0000903799,94591,0,0,-122.217707,38.134011
100,-121.892735,37.427843,CA0000909523,95035,0,0,-121.892735,37.427843
96.93,-118.058008,33.93179,CA0000918607,90670,0,0,-118.058008,33.93179
96.9,-118.761465,34.278837,CA0000921510,93065,0,0,-118.761465,34.278837
92.5,-117.599385,33.890889,CA0000923359,91720,0,0,-117.599385,33.890889
100,-121.199123,38.63743,CA0000926972,95630,0,0,-121.199123,38.63743
100,-118.256646,33.817165,CA0000938860,90745,0,0,-118.256646,33.817165
90.97,-123.211277,39.168316,CA0000939454,95482,0,0,-123.211277,39.168316
96.93,-118.051601,33.940384,CA0000940312,90670,0,0,-118.051601,33.940384
100,-120.221511,36.137321,CA0000953166,93210,0,0,-120.221511,36.137321
100,-121.954941,37.363121,CA0000953299,95050,0,0,-121.954941,37.363121
100,-122.065119,38.258182,CA0000967497,94534,0,0,-122.065119,38.258182
100,-122.030622,37.366251,CA0000968784,94087,0,0,-122.030622,37.366251
100,-118.183872,33.805318,CA0000970392,90755,0,0,-118.183872,33.805318
100,-122.645692,41.702005,CA0000972059,96097,0,0,-122.645692,41.702005
100,-122.769746,38.453709,CA0000976043,95403,0,0,-122.769746,38.453709
100,-122.754607,38.421279,CA0000976084,95407,0,0,-122.754607,38.421279
100,-117.675846,33.469531,CA0000981969,92675,0,0,-117.675846,33.469531
100,-117.487809,34.119604,CA0000986141,92336,0,0,-117.487809,34.119604
100,-118.221732,33.99998,CA0000991265,90058,0,0,-118.221732,33.99998
100,-121.844702,37.281197,CA0000991398,95136,0,0,-121.844702,37.281197
100,-117.200103,32.881123,CA0000993022,92121,0,0,-117.200103,32.881123
0,0,0,CA0001001759,96130,-120.6059499,40.55980098,-120.6059499,40.55980098
100,-122.373778,40.626686,CA0001001767,96003,0,0,-122.373778,40.626686
100,-120.436485,34.70852,CA0001004837,93436,0,0,-120.436485,34.70852
100,-119.370604,36.351069,CA0001004845,93291,0,0,-119.370604,36.351069
100,-123.206634,39.143708,CA0001007046,95482,0,0,-123.206634,39.143708
100,-121.961856,37.377467,CA0001009448,95054,0,0,-121.961856,37.377467
97.17,-117.888149,34.07136,CA0001009885,91791,0,0,-117.888149,34.07136
100,-122.666418,38.267599,CA0001010693,94952,0,0,-122.666418,38.267599
100,-122.369774,37.963028,CA0001014075,94801,0,0,-122.369774,37.963028
100,-117.39295,33.934421,CA0001016773,92504,0,0,-117.39295,33.934421
100,-117.858305,33.908605,CA0001018142,92821,0,0,-117.858305,33.908605
100,-118.580763,34.451935,CA0001018159,91355,0,0,-118.580763,34.451935
0,0,0,CA0001018266,91023,0,0,0,0
97.54,-118.412601,34.006693,CA0001019660,90230,0,0,-118.412601,34.006693
92.5,-122.369616,37.728598,CA0001019694,94188,0,0,-122.369616,37.728598
100,-119.184016,34.146039,CA0001022417,93033,0,0,-119.184016,34.146039
98.03,-119.999581,38.897525,CA0001022466,96150,0,0,-119.999581,38.897525
92.5,-118.378642,33.89829,CA0001022607,90250,0,0,-118.378642,33.89829
100,-122.393191,37.757601,CA0001027150,94107,0,0,-122.393191,37.757601
84.54,-121.014737,39.219021,CA0001027580,95945,0,0,-121.014737,39.219021
100,-117.230505,33.823585,CA0001037498,92571,0,0,-117.230505,33.823585
100,-117.518347,34.039274,CA0001037902,92337,0,0,-117.518347,34.039274
100,-122.039512,36.985229,CA0001037928,95060,0,0,-122.039512,36.985229
98.02,-121.577704,38.562175,CA0001039494,95691,0,0,-121.577704,38.562175
96.14,-118.08907,33.74974,CA0170024491,90740,0,0,-118.08907,33.74974
0,0,0,CA0170090013,92278,-116.1398339,34.45784661,-116.1398339,34.45784661
0,0,0,CA0170090021,94802,0,0,0,0
100,-117.565006,33.931405,CA0170090211,92860,0,0,-117.565006,33.931405
100,-118.168517,33.996278,CA0180090250,90201,0,0,-118.168517,33.996278
97.5,-118.010742,33.715659,CA0180090466,92647,0,0,-118.010742,33.715659
100,-122.339073,37.966339,CA0210490413,94806,0,0,-122.339073,37.966339
0,0,0,CA0570090555,94018,0,0,0,0
100,-119.713214,36.765253,CA0572825909,93727,0,0,-119.713214,36.765253
0,0,0,CA0690390448,94923,-123.046192,38.36141049,-123.046192,38.36141049
0,0,0,CA0690390554,94966,0,0,0,0
100,-121.579293,37.794724,CA0890090004,94514,0,0,-121.579293,37.794724
0,0,0,CA0971595236,94553,-122.1538513,37.980839,-122.1538513,37.980839
0,0,0,CA1141790195,94123,-122.4376338,37.80054831,-122.4376338,37.80054831
0,0,0,CA1170090020,92106,-117.2363872,32.71346842,-117.2363872,32.71346842
0,0,0,CA1170090194,93943,0,0,0,0
0,0,0,CA1170090210,92028,-117.2578844,33.40141259,-117.2578844,33.40141259
0,0,0,CA1170090558,92032,0,0,0,0
0,0,0,CA1170090616,92113,-117.1165987,32.69710244,-117.1165987,32.69710244
100,-122.096645,37.655927,CA1180090150,94544,0,0,-122.096645,37.655927
92.5,-117.910761,33.695828,CA1180090184,92799,0,0,-117.910761,33.695828
92.5,-121.88701,37.388671,CA1180090424,95101,0,0,-121.88701,37.388671
100,-122.157544,37.464993,CA1360010317,94025,0,0,-122.157544,37.464993
100,-119.779929,36.772332,CA1360090244,93703,0,0,-119.779929,36.772332
100,-117.899526,34.923084,CA1570024504,93524,0,0,-117.899526,34.923084
100,-118.102941,34.645909,CA1570090075,93550,0,0,-118.102941,34.645909
100,-121.246863,37.886246,CA1572890522,95206,0,0,-121.246863,37.886246
100,-123.802959,39.422406,CA1690390439,95437,0,0,-123.802959,39.422406
100,-121.897099,36.608472,CA1690390454,93940,0,0,-121.897099,36.608472
0,0,0,CA1800005034,94035,0,0,0,0
0,0,0,CA1800090010,93063,-118.6856606,34.29682379,-118.6856606,34.29682379
100,-122.460232,40.614854,CA1890090003,96001,0,0,-122.460232,40.614854
97.89,-124.194358,41.752933,CA2141790426,95531,0,0,-124.194358,41.752933
0,0,0,CA2170023152,93555,-117.678853,35.60378205,-117.678853,35.60378205
0,0,0,CA2170023202,92133,0,0,0,0
0,0,0,CA2170023236,94501,-122.2748101,37.77442643,-122.2748101,37.77442643
0,0,0,CA2170023533,92055,0,0,0,0
100,-117.201129,32.746517,CA2180090225,92110,0,0,-117.201129,32.746517
100,-122.355532,40.572263,CA2180090431,96002,0,0,-122.355532,40.572263
92.5,-117.669644,33.555072,CA2180090472,92690,0,0,-117.669644,33.555072
100,-118.174742,33.99806,CA2210490379,90201,0,0,-118.174742,33.99806
100,-122.301305,37.824394,CA2210490411,94607,0,0,-122.301305,37.824394
100,-117.161172,32.83475,CA2211890429,92111,0,0,-117.161172,32.83475
92.5,-118.458459,34.05246,CA2360030033,90073,0,0,-118.458459,34.05246
97.04,-118.478892,34.242926,CA2360090060,91343,0,0,-118.478892,34.242926
0,0,0,CA2570090157,94568,-121.928593,37.71395777,-121.928593,37.71395777
100,-118.064965,34.645982,CA2570090199,93550,0,0,-118.064965,34.645982
100,-119.221775,34.162326,CA2690390453,93035,0,0,-119.221775,34.162326
0,0,0,CA2690390529,94949,-122.5304317,38.06505422,-122.5304317,38.06505422
100,-121.69844,37.679803,CA2890012584,94550,0,0,-121.69844,37.679803
100,-121.698296,37.679693,CA2890012923,94550,0,0,-121.698296,37.679693
0,0,0,CA2890090002,94551,0,0,0,0
92.5,-119.871142,36.264784,CA3170024381,93246,0,0,-119.871142,36.264784
100,-117.105318,32.820961,CA3170090564,92124,0,0,-117.105318,32.820961
