RefundClaim,QuarterYear,ExportGal,InterstateGal,MotorCarrierGal,PurchasedFromCAGal,FedGovGal,TotalOilGal,TotalAmount
15413,April - June 2009,0,0,1597,0,0,1597,255.52
15414,April - June 2009,4705,0,520,0,0,5225,836
15415,April - June 2009,12327.8,0,0,0,0,12327.8,1972.45
15416,April - June 2009,2518,0,0,0,0,2518,402.88
15418,July - September 2009,2565,0,0,0,0,2565,410.4
15419,April - June 2009,0,0,2980,0,0,2980,476.8
15420,April - June 2009,0,0,107,0,0,107,17.12
15421,April - June 2009,121005.31,0,0,0,0,121005.31,19360.85
15422,April - June 2009,2913,0,0,0,0,2913,466.08
15423,April - June 2009,0,0,286,0,0,286,45.76
15424,April - June 2009,226097.38,0,0,0,0,226097.38,36175.58
15425,April - June 2009,291127.78,0,0,0,0,291127.78,46580.45
15426,April - June 2009,185,0,425,0,0,610,97.6
15427,April - June 2009,0,0,3197,0,0,3197,511.52
15428,April - June 2009,208,0,0,0,0,208,33.28
15431,April - June 2009,19788,0,0,0,0,19788,3166.08
15432,April - June 2009,0,0,1448,0,0,1448,231.68
15433,April - June 2009,4212,0,0,0,0,4212,673.92
15434,April - June 2009,8146,0,859,0,0,9005,1440.8
15435,July - September 2009,585077.16,0,0,0,0,585077.16,93612.35
15445,April - June 2009,14009.8,0,0,0,0,14009.8,2241.57
15446,April - June 2009,4488.56,0,0,0,0,4488.56,718.17
15447,April - June 2009,6610,0,0,0,0,6610,1057.6
15449,April - June 2009,0,0,879,0,0,879,140.64
15450,April - June 2009,0,0,5700,0,0,5700,912
15451,April - June 2009,0,0,10202,0,0,10202,1632.32
15452,April - June 2009,0,0,1709,0,0,1709,273.44
15453,April - June 2009,5817,0,0,0,0,5817,930.72
15454,April - June 2009,1802,0,0,0,0,1802,288.32
15455,April - June 2009,11330.8,0,0,0,0,11330.8,1812.93
15456,April - June 2009,467,0,550,0,0,1017,162.72
15496,April - June 2009,0,0,6882,0,0,6882,1101.12
15497,April - June 2009,22873,0,0,0,0,22873,3659.68
15498,July - September 2009,846,0,2303,0,0,3149,503.84
15499,April - June 2009,0,0,195,0,0,195,31.2
15500,April - June 2009,0,0,197,0,0,197,31.52
15502,July - September 2009,0,0,567,0,0,567,90.72
15503,July - September 2009,0,0,3269,0,0,3269,523.04
15504,July - September 2009,96667,0,1342,0,0,98009,15681.44
15505,July - September 2009,0,0,7146,0,0,7146,1143.36
15506,July - September 2009,12261.5,0,0,0,0,12261.5,1961.84
15507,July - September 2009,7143.67,0,7081,0,0,14224.67,2275.95
15508,July - September 2009,15559,0,0,0,0,15559,2489.44
15705,July - September 2009,11917.27,0,0,0,0,11917.27,1906.76
15706,July - September 2009,7504.67,0,0,0,0,7504.67,1200.75
15707,July - September 2009,313,0,236,0,0,549,87.84
15708,July - September 2009,5292,0,0,0,0,5292,846.72
15709,July - September 2009,100,0,1100,0,0,1200,192
15710,October - December 2009,17778.19,0,0,0,0,17778.19,2844.51
15711,July - September 2009,2249,0,0,0,0,2249,359.84
15712,July - September 2009,0,0,701,0,0,701,112.16
15713,July - September 2009,2034,0,0,0,0,2034,325.44
15715,July - September 2009,0,0,5292,0,0,5292,846.72
15716,July - September 2009,0,0,1320,0,0,1320,211.2
15717,July - September 2009,11652.7,0,0,0,0,11652.7,1864.43
15718,July - September 2009,0,0,2967,0,0,2967,474.72
15719,July - September 2009,27565,0,0,0,0,27565,4410.4
15720,July - September 2009,0,0,4919.93,0,0,4919.93,787.19
15721,July - September 2009,241,0,626,0,0,867,138.72
15723,July - September 2009,495058.61,0,0,0,0,495058.61,79209.38
15724,July - September 2009,0,0,1831,0,0,1831,292.96
15725,July - September 2009,2436,0,0,0,0,2436,389.76
15726,July - September 2009,2617,0,0,0,0,2617,418.72
15727,July - September 2009,339,0,107,0,0,446,71.36
15728,July - September 2009,4667,0,975,0,0,5642,902.72
15729,July - September 2009,0,0,2750,0,0,2750,440
15730,July - September 2009,87009.44,0,0,0,0,87009.44,13921.51
15731,October - December 2009,11718.84,0,0,0,0,11718.84,1875.01
15732,July - September 2009,32162.5,0,150,0,0,32312.5,5170
15733,July - September 2009,0,0,437,0,0,437,69.92
15734,July - September 2009,8085,0,0,0,0,8085,1293.6
15735,July - September 2009,1440,0,0,0,0,1440,230.4
15736,July - September 2009,0,0,1286,0,0,1286,205.76
15737,July - September 2009,0,0,8347.98,0,0,8347.98,1335.68
15738,July - September 2009,19202,0,0,0,0,19202,3072.32
15739,July - September 2009,0,0,3722,0,0,3722,595.52
15740,July - September 2009,11434,0,0,0,0,11434,1829.44
15741,July - September 2009,12506.6,0,0,0,0,12506.6,2001.06
15742,October - December 2009,13125,0,4180,0,0,17305,2768.8
15743,July - September 2009,0,0,1921,0,0,1921,307.36
15744,July - September 2009,0,0,2591,0,0,2591,414.56
15745,October - December 2009,15966.82,0,0,0,0,15966.82,2554.69
15747,July - September 2009,10347.07,0,0,0,0,10347.07,1655.53
15748,July - September 2009,1752,0,682,0,0,2434,389.44
15749,July - September 2009,271,0,629,0,0,900,144
15750,July - September 2009,0,0,3984.25,0,0,3984.25,637.48
15751,October - December 2009,0,0,3344,0,0,3344,535.04
15752,July - September 2009,0,0,3338,0,0,3338,534.08
15753,July - September 2009,4032,0,0,0,0,4032,645.12
15754,October - December 2009,512,0,60,0,0,572,91.52
15755,October - December 2009,0,0,8833.13,0,0,8833.13,1413.3
15756,October - December 2009,271.5,0,1087,0,0,1358.5,217.36
15757,October - December 2009,262816.72,0,0,0,0,262816.72,42050.68
15952,October - December 2009,6774,0,5922,0,0,12696,2031.36
15953,October - December 2009,26599,0,0,0,0,26599,4255.84
15954,October - December 2009,7323.33,0,0,0,0,7323.33,1171.73
15955,October - December 2009,0,0,4287.38,0,0,4287.38,685.98
15956,October - December 2009,0,0,615,0,0,615,98.4
15957,October - December 2009,5292,0,0,0,0,5292,846.72
15958,October - December 2009,6291.2,0,0,0,0,6291.2,1006.59
15959,October - December 2009,0,0,4100.94,0,0,4100.94,656.15
15960,October - December 2009,1490,0,0,0,0,1490,238.4
15961,October - December 2009,1820,0,0,0,0,1820,291.2
15962,October - December 2009,25098,0,0,0,0,25098,4015.68
15963,October - December 2009,116339.19,0,0,0,0,116339.19,18614.27
15964,October - December 2009,0,0,2922,0,0,2922,467.52
15965,October - December 2009,153,0,595,0,0,748,119.68
15966,October - December 2009,0,0,3487,0,0,3487,557.92
15967,October - December 2009,7212.2,0,0,0,0,7212.2,1153.95
15983,October - December 2009,19147,0,3714,0,0,22861,3657.76
15984,October - December 2009,8593.47,0,0,0,0,8593.47,1374.96
15985,October - December 2009,440,0,733,0,0,1173,187.68
15986,October - December 2009,0,0,3481,0,0,3481,556.96
15987,October - December 2009,305547.6,0,0,0,0,305547.6,48887.62
15988,October - December 2009,6847.3,0,0,0,0,6847.3,1095.57
15989,October - December 2009,1941,0,0,0,0,1941,310.56
15990,October - December 2009,0,0,6278.13,0,0,6278.13,1004.5
15991,October - December 2009,527,0,550,0,0,1077,172.32
15992,October - December 2009,0,0,5670,0,0,5670,907.2
15993,October - December 2009,173.5,0,686,0,0,859.5,137.52
15994,October - December 2009,14640,0,10289.5,0,0,24929.5,3988.72
15995,October - December 2009,0,0,693,0,0,693,110.88
15998,October - December 2009,858,0,0,0,0,858,137.28
15999,October - December 2009,0,0,2987,0,0,2987,477.92
16000,October - December 2009,6567.33,0,0,0,0,6567.33,1050.77
16001,October - December 2009,19040,0,0,0,0,19040,3046.4
16002,October - December 2009,6565.7,0,0,0,0,6565.7,1050.51
16003,October - December 2009,0,0,3801,0,0,3801,608.16
16004,October - December 2009,0,0,220,0,0,220,35.2
16201,January - March 2010,18013,0,0,0,0,18013,2882.08
16202,January - March 2010,444,0,0,0,0,444,71.04
16203,January - March 2010,546,0,0,0,0,546,87.36
16204,January - March 2010,220,0,260,0,0,480,76.8
16205,January - March 2010,0,0,3172,0,0,3172,507.52
16206,January - March 2010,537.99,0,888.01,0,0,1426,228.16
16207,January - March 2010,4902.67,0,5264.33,0,0,10167,1626.72
16208,January - March 2010,172.5,0,228,0,0,400.5,64.08
16209,January - March 2010,428746,0,0,0,0,428746,68599.36
16210,April - June 2010,15114.6,0,0,0,0,15114.6,2418.34
16211,January - March 2010,103,0,244,0,0,347,55.52
16212,January - March 2010,6974.9,0,0,0,0,6974.9,1115.98
16213,January - March 2010,0,0,11104,0,0,11104,1776.64
16214,January - March 2010,3080,0,0,0,0,3080,492.8
16215,January - March 2010,0,0,1116,0,0,1116,178.56
16216,January - March 2010,1128,0,390,0,0,1518,242.88
16217,January - March 2010,0,0,1500,0,0,1500,240
16218,January - March 2010,0,0,6634.13,0,0,6634.13,1061.46
16219,January - March 2010,22848,0,0,0,0,22848,3655.68
16220,January - March 2010,16889,0,7201.67,0,0,24090.67,3854.51
16221,January - March 2010,0,0,6394,0,0,6394,1023.04
16223,January - March 2010,1305,0,0,0,0,1305,208.8
16224,January - March 2010,0,0,574,0,0,574,91.84
16225,January - March 2010,2520,0,0,0,0,2520,403.2
16226,January - March 2010,15730,0,0,0,0,15730,2516.8
16227,January - March 2010,0,0,1800,0,0,1800,288
16228,January - March 2010,0,0,847,0,0,847,135.52
16229,January - March 2010,2520,0,0,0,0,2520,403.2
16230,January - March 2010,247633,0,0,0,0,247633,39621.28
16231,January - March 2010,1870,0,0,0,0,1870,299.2
16232,January - March 2010,1103,0,0,0,0,1103,176.48
16233,January - March 2010,0,0,762,0,0,762,121.92
16234,January - March 2010,168.5,0,108,0,0,276.5,44.24
16235,January - March 2010,76212.38,0,0,0,0,76212.38,12193.98
16236,January - March 2010,0,0,4897,0,0,4897,783.52
16237,January - March 2010,1368,0,0,0,0,1368,218.88
16238,January - March 2010,0,0,3853,0,0,3853,616.48
16239,January - March 2010,5991,0,3674.33,0,0,9665.33,1546.45
16240,January - March 2010,0,0,1631,0,0,1631,260.96
16241,January - March 2010,958,0,0,0,0,958,153.28
16242,January - March 2010,2854.31,0,0,0,0,2854.31,456.69
16243,January - March 2010,9083.67,0,0,0,0,9083.67,1453.39
16245,April - June 2010,325210.23,0,0,0,0,325210.23,52033.64
16246,April - June 2010,6082.9,0,0,0,0,6082.9,1581.55
16247,April - June 2010,6937.8,0,0,0,0,6937.8,1803.83
16248,April - June 2010,9103.9,0,0,0,0,9103.9,2367.01
16249,April - June 2010,0,0,5002,0,0,5002,1300.52
16250,April - June 2010,8934.33,0,0,0,0,8934.33,2322.93
16251,April - June 2010,1340,0,0,0,0,1340,348.4
16252,April - June 2010,0,0,1334,0,0,1334,346.84
16253,April - June 2010,0,0,1230,0,0,1230,319.8
16254,April - June 2010,653,0,0,0,0,653,169.78
16255,April - June 2010,0,0,2824,0,0,2824,734.24
16256,April - June 2010,0,0,2845,0,0,2845,739.7
16257,April - June 2010,136,0,337,0,0,473,122.18
16258,April - June 2010,393,0,0,0,0,393,102.18
16259,April - June 2010,68203.08,0,0,0,0,68203.08,17732.8
16260,April - June 2010,0,0,3193,0,0,3193,830.18
16261,April - June 2010,0,0,2177,0,0,2177,566.02
16262,April - June 2010,1087.5,0,0,0,0,1087.5,282.75
16263,April - June 2010,2016,0,0,0,0,2016,524.16
16264,April - June 2010,15037,0,0,0,0,15037,3634.72
16265,April - June 2010,18511,0,0,0,0,18511,4386.66
16266,April - June 2010,0,0,1888,0,0,1888,490.88
16267,April - June 2010,440,0,867,0,0,1307,339.82
16268,April - June 2010,39,0,525,0,0,564,146.34
16269,April - June 2010,0,0,2983,0,0,2983,775.58
16270,April - June 2010,65550.5,0,6700,0,0,72250.5,18785.13
16271,April - June 2010,33321,0,0,0,0,33321,8663.46
16272,April - June 2010,825,0,0,0,0,825,214.5
16273,April - June 2010,0,0,2503,0,0,2503,650.78
16274,April - June 2010,0,0,2814,0,0,2814,731.64
16275,April - June 2010,14530.1,0,0,0,0,14530.1,2324.82
16276,April - June 2010,312871,0,0,0,0,312871,50059.36
16277,April - June 2010,8031.1,0,0,0,0,8031.1,2088.09
16278,April - June 2010,6740,0,0,0,0,6740,1752.4
16279,April - June 2010,8619,0,7172,0,0,15791,4084.66
16280,April - June 2010,504,0,0,0,0,504,131.04
16281,April - June 2010,630,0,0,0,0,630,163.8
16282,April - June 2010,154.5,0,303,0,0,457.5,118.95
16283,April - June 2010,0,0,3850,0,0,3850,1001
16284,April - June 2010,0,0,2374,0,0,2374,617.24
16285,April - June 2010,0,0,5282,0,0,5282,1373.32
16286,April - June 2010,19559,0,0,0,0,19559,5005.44
16287,April - June 2010,21802,0,0,0,0,21802,5566.42
16288,April - June 2010,798,0,927,0,0,1725,448.5
16289,April - June 2010,11660,0,0,0,0,11660,3031.6
16290,April - June 2010,8846.67,0,0,0,0,8846.67,2300.13
16291,April - June 2010,47,0,508,0,0,555,138.7
16292,April - June 2010,0,0,620,0,0,620,161.2
16293,April - June 2010,376,0,4570,0,0,4946,1285.96
16294,April - June 2010,1462.5,0,0,0,0,1462.5,380.25
16295,April - June 2010,389553,0,0,0,0,389553,101283.78
16296,April - June 2010,25988,0,0,0,0,25988,6503.48
16297,April - June 2010,8037.5,0,0,0,0,8037.5,2089.75
16298,April - June 2010,19790,0,0,0,0,19790,5145.4
16299,April - June 2010,1310,0,0,0,0,1310,340.6
16300,April - June 2010,128440.31,0,0,0,0,128440.31,33394.48
16301,April - June 2010,20549.77,0,0,0,0,20549.77,5342.94
16302,April - June 2010,292,0,0,0,0,292,75.92
16303,April - June 2010,2348,0,0,0,0,2348,610.48
16304,July - September 2010,4400,0,0,0,0,4400,1144
16305,July - September 2010,7679.93,0,0,0,0,7679.93,1996.78
16306,July - September 2010,184,0,0,0,0,184,47.84
16307,July - September 2010,799,0,0,0,0,799,207.74
16308,July - September 2010,0,0,1024,0,0,1024,266.24
16309,July - September 2010,0,0,2595,0,0,2595,535.2
16310,July - September 2010,0,0,3573.31,0,0,3573.31,929.06
16311,July - September 2010,0,0,1097,0,0,1097,285.22
16312,July - September 2010,1350,0,0,0,0,1350,216
16313,July - September 2010,0,0,1747,0,0,1747,454.22
16314,July - September 2010,31850,0,0,0,0,31850,8208.6
16315,July - September 2010,8762.6,0,0,0,0,8762.6,2278.28
16316,July - September 2010,15623.5,0,9035,0,0,24658.5,6411.21
16317,July - September 2010,275,0,953,0,0,1228,319.28
16318,July - September 2010,40.5,0,1253,0,0,1293.5,319.51
16319,July - September 2010,0,0,1760,0,0,1760,413.6
16320,July - September 2010,0,0,672,0,0,672,174.72
16321,July - September 2010,1480,0,164,0,0,1644,427.44
16322,July - September 2010,9753,0,0,0,0,9753,2535.78
16323,July - September 2010,5748,0,0,0,0,5748,1350.48
16324,July - September 2010,16818,0,0,0,0,16818,4266.18
16325,July - September 2010,7828.7,0,0,0,0,7828.7,2035.46
16326,July - September 2010,275,0,110,0,0,385,100.1
16327,July - September 2010,2025,0,0,0,0,2025,526.5
16328,July - September 2010,12302,0,1027,0,0,13329,3465.54
16329,July - September 2010,1930,0,0,0,0,1930,501.8
16330,July - September 2010,13789.55,0,0,0,0,13789.55,3585.28
16331,July - September 2010,7256.67,0,0,0,0,7256.67,1886.73
16332,July - September 2010,500,0,0,0,0,500,130
16333,July - September 2010,1110,0,0,0,0,1110,288.6
16334,July - September 2010,440,0,801,0,0,1241,322.66
16335,July - September 2010,70,0,587,0,0,657,159.62
16336,July - September 2010,0,0,894,0,0,894,232.44
16337,July - September 2010,3630,0,0,0,0,3630,558.8
16339,July - September 2010,819,0,0,0,0,819,212.94
16340,July - September 2010,13420,0,0,0,0,13420,2147.2
16341,July - September 2010,0,0,8491,0,0,8491,2207.66
16342,July - September 2010,16598.6,0,0,0,0,16598.6,4315.64
16343,July - September 2010,15453.74,0,0,0,0,15453.74,4017.97
16350,July - September 2010,0,0,112,0,0,112,17.92
16351,July - September 2010,0,0,1950,0,0,1950,507
16352,July - September 2010,0,0,1742,0,0,1742,452.92
16395,October - December 2010,994.05,0,0,0,0,994.05,258.45
16413,October - December 2010,405,0,607,0,0,1012,263.12
16502,July - September 2010,232727,0,0,0,0,232727,60509.02
